Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2012-04-01 00:00:00+01:00,116.59107971191406,675.0413539448906,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-05-01 00:00:00+01:00,109.49464416503906,633.9542701681406,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-06-01 00:00:00+01:00,126.25605010986328,730.9997919265078,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-07-01 00:00:00+01:00,126.45441436767578,732.1482852546328,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-08-01 00:00:00+01:00,126.9503173828125,735.019474402125,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-09-01 00:00:00+01:00,130.8379669189453,757.5282650662032,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-10-01 00:00:00+01:00,132.92105102539062,769.5889468874062,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-11-01 00:00:00+00:00,144.52685546875,836.7844644555,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2012-12-01 00:00:00+00:00,144.42767333984375,836.2102177914375,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-01-01 00:00:00+00:00,151.1728973388672,875.2638499579218,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-02-01 00:00:00+00:00,158.81092834472656,919.4866739030156,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-03-01 00:00:00+00:00,171.3094482421875,991.850853175875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-04-01 00:00:00+01:00,168.1352081298828,973.4725745935781,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-05-01 00:00:00+01:00,177.61672973632812,1028.3688771107813,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-06-01 00:00:00+01:00,170.07550048828125,984.7065179098125,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-07-01 00:00:00+01:00,191.4093475341797,1108.2256501650468,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-08-01 00:00:00+01:00,185.3564910888672,1073.1807014419219,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-09-01 00:00:00+01:00,194.70790100097656,1127.3236806815157,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-10-01 00:00:00+01:00,214.65505981445312,1242.8141378080313,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-11-01 00:00:00+00:00,212.2733154296875,1229.024266762875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2013-12-01 00:00:00+00:00,221.0064239501953,1279.5873922987032,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-01-01 00:00:00+00:00,213.6626739501953,1237.068402378703,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-02-01 00:00:00+00:00,238.57179260253906,1381.2877133431407,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-03-01 00:00:00+00:00,203.14328002929688,1176.1630060774687,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-04-01 00:00:00+01:00,210.18930053710938,1216.9581958575936,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-05-01 00:00:00+01:00,228.52365112304688,1323.1107838069688,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-06-01 00:00:00+01:00,223.7586212158203,1295.5221188069531,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-07-01 00:00:00+01:00,232.6930694580078,1347.2509650708282,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-08-01 00:00:00+01:00,239.9398956298828,1389.2087834815782,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-09-01 00:00:00+01:00,227.26034545898438,1315.7964715283438,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-10-01 00:00:00+01:00,229.34535217285156,1327.8682849002657,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-11-01 00:00:00+00:00,244.93287658691406,1418.1172440068906,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2014-12-01 00:00:00+00:00,246.8192596435547,1429.039062174797,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-01-01 00:00:00+00:00,265.98101806640625,1539.9821924870625,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-02-01 00:00:00+00:00,277.4979553222656,1606.6631850441563,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-03-01 00:00:00+00:00,276.6044006347656,1601.4896643291563,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-04-01 00:00:00+01:00,258.1376037597656,1494.5702362191562,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-05-01 00:00:00+01:00,263.9755554199219,1528.3709249397189,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-06-01 00:00:00+01:00,247.1916046142578,1431.194872497328,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-07-01 00:00:00+01:00,258.91064453125,1499.0460030645,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-08-01 00:00:00+01:00,250.9655303955078,1453.045223101828,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-09-01 00:00:00+01:00,236.49586486816406,1369.2684656273907,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-10-01 00:00:00+01:00,259.8375549316406,1504.4126473499061,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-11-01 00:00:00+00:00,269.67095947265625,1561.3462886855625,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2015-12-01 00:00:00+00:00,265.9957580566406,1540.0675343759062,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-01-01 00:00:00+00:00,241.85951232910156,1400.3230184547656,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-02-01 00:00:00+00:00,225.4706573486328,1305.4344996850782,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-03-01 00:00:00+00:00,233.6154327392578,1352.591282355328,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-04-01 00:00:00+01:00,221.596923828125,1283.00628024525,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-05-01 00:00:00+01:00,237.8866424560547,1377.320817387797,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-06-01 00:00:00+01:00,189.49452209472656,1097.1391557230156,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-07-01 00:00:00+01:00,204.3997344970703,1183.4376511634532,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-08-01 00:00:00+01:00,208.9706573486328,1209.9024712690782,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-09-01 00:00:00+01:00,217.35885620117188,1258.4686319442187,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-10-01 00:00:00+01:00,208.1158447265625,1204.953260135625,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-11-01 00:00:00+00:00,234.3539276123047,1356.8670346702968,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2016-12-01 00:00:00+00:00,246.0816192626953,1424.7682572157032,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-01-01 00:00:00+00:00,233.45950317382812,1351.6884782537813,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-02-01 00:00:00+00:00,246.7772979736328,1428.7961116630781,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-03-01 00:00:00+00:00,245.783447265625,1423.04189505225,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-04-01 00:00:00+01:00,244.59078979492188,1416.1366230897188,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-05-01 00:00:00+01:00,250.3550262451172,1449.5105140204219,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-06-01 00:00:00+01:00,256.81781005859375,1486.9288683789375,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-07-01 00:00:00+01:00,266.8598327636719,1545.0703713132189,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-08-01 00:00:00+01:00,258.70697021484375,1497.8667654534374,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-09-01 00:00:00+01:00,258.44927978515625,1496.3747842745624,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-10-01 00:00:00+01:00,265.5096435546875,1537.253018956875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-11-01 00:00:00+00:00,265.7085266113281,1538.4045160367812,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2017-12-01 00:00:00+00:00,271.77447509765625,1573.5252653195625,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-01-01 00:00:00+00:00,269.089599609375,1557.98031977775,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-02-01 00:00:00+00:00,261.13421630859375,1511.9200831989374,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-03-01 00:00:00+00:00,256.3609924316406,1484.2839765899062,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-04-01 00:00:00+01:00,268.4928894042969,1554.5254751554687,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-05-01 00:00:00+01:00,268.4005126953125,1553.990630647125,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-06-01 00:00:00+01:00,264.6202392578125,1532.103528256125,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-07-01 00:00:00+01:00,261.3374328613281,1513.0966704407813,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-08-01 00:00:00+01:00,252.98098754882812,1464.7143570437813,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-09-01 00:00:00+01:00,260.88653564453125,1510.4860567603125,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-10-01 00:00:00+01:00,250.2401123046875,1448.845183000875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-11-01 00:00:00+00:00,243.6731719970703,1410.8237812994532,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2018-12-01 00:00:00+00:00,229.84283447265625,1330.7486178215624,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-01-01 00:00:00+00:00,258.10052490234375,1494.3555563124376,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-02-01 00:00:00+00:00,279.1944274902344,1616.4854533688438,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-03-01 00:00:00+00:00,273.9209289550781,1585.9528465862813,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-04-01 00:00:00+01:00,276.806396484375,1602.65918391975,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-05-01 00:00:00+01:00,255.41888427734375,1478.8293400464374,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-06-01 00:00:00+01:00,268.259521484375,1553.17431692775,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-07-01 00:00:00+01:00,260.59490966796875,1508.7975948766875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-08-01 00:00:00+01:00,218.58920288085938,1265.5921176390937,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-09-01 00:00:00+01:00,247.3097686767578,1431.8790211383282,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-10-01 00:00:00+01:00,262.5426025390625,1520.074385828625,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-11-01 00:00:00+00:00,279.6670837402344,1619.2220479328437,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2019-12-01 00:00:00+00:00,301.6700744628906,1746.6154015664063,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-01-01 00:00:00+00:00,304.15911865234375,1761.0265191564374,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-02-01 00:00:00+00:00,258.8588562011719,1498.7461579602189,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-03-01 00:00:00+00:00,192.99920654296875,1117.4306474986874,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-04-01 00:00:00+01:00,203.7019805908203,1179.397781708953,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-05-01 00:00:00+01:00,197.75320434570312,1144.9554386005314,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-06-01 00:00:00+01:00,220.06890869140625,1274.1593477930626,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-07-01 00:00:00+01:00,213.19488525390625,1234.3599900740626,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-08-01 00:00:00+01:00,216.4824676513672,1253.3945000749218,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-09-01 00:00:00+01:00,187.68043518066406,1086.6359192003906,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-10-01 00:00:00+01:00,184.14303588867188,1066.1550143712188,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-11-01 00:00:00+00:00,251.80165100097656,1457.8862108255157,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2020-12-01 00:00:00+00:00,265.2536926269531,1535.7711091810313,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-01-01 00:00:00+00:00,243.13259887695312,1407.6939602890313,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-02-01 00:00:00+00:00,258.3782043457031,1495.9632702805313,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-03-01 00:00:00+00:00,278.1078186035156,1610.1941836086562,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-04-01 00:00:00+01:00,271.431640625,1571.540315466,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-05-01 00:00:00+01:00,283.41253662109375,1640.9075455719376,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-06-01 00:00:00+01:00,256.7959289550781,1486.8021807302812,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-07-01 00:00:00+01:00,260.5840759277344,1508.7348694718437,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-08-01 00:00:00+01:00,269.3565673828125,1559.526015106125,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-09-01 00:00:00+01:00,280.2744445800781,1622.7385578122812,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-10-01 00:00:00+01:00,288.0515441894531,1667.7665639260313,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-11-01 00:00:00+00:00,281.07208251953125,1627.3567378303126,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2021-12-01 00:00:00+00:00,296.6263427734375,1717.413103440375,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-01-01 00:00:00+00:00,286.55596923828125,1659.1074543058126,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-02-01 00:00:00+00:00,276.38592529296875,1600.2247314466874,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-03-01 00:00:00+00:00,271.201171875,1570.20594291,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-04-01 00:00:00+01:00,251.35963439941406,1455.3270143078905,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-05-01 00:00:00+01:00,259.0610656738281,1499.9169143897811,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-06-01 00:00:00+01:00,238.9107666015625,1383.250311749625,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-07-01 00:00:00+01:00,260.35784912109375,1507.4250570039376,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-08-01 00:00:00+01:00,251.87876892089844,1458.3327096932344,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-09-01 00:00:00+01:00,216.00897216796875,1250.6530465006874,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-10-01 00:00:00+01:00,232.37176513671875,1345.3906709161874,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-11-01 00:00:00+00:00,251.0293426513672,1453.414684570922,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2022-12-01 00:00:00+00:00,248.9341278076172,1441.283767965422,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-01-01 00:00:00+00:00,253.42393493652344,1467.2789426454844,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-02-01 00:00:00+00:00,255.319580078125,1478.25438661725,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-03-01 00:00:00+00:00,238.358154296875,1380.05078602875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-04-01 00:00:00+01:00,233.5690460205078,1352.322711607828,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-05-01 00:00:00+01:00,227.70803833007812,1318.3885326242812,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-06-01 00:00:00+01:00,226.90940856933594,1313.7646101396094,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-07-01 00:00:00+01:00,232.9989013671875,1349.021676745875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-08-01 00:00:00+01:00,218.3241729736328,1264.057642207078,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-09-01 00:00:00+01:00,222.17530822753906,1286.3550217531406,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-10-01 00:00:00+01:00,211.0915069580078,1222.1818085508282,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-11-01 00:00:00+00:00,228.9653778076172,1325.668301757422,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2023-12-01 00:00:00+00:00,250.73358154296875,1451.7022810186875,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2024-01-01 00:00:00+00:00,254.6278839111328,1474.2495903820782,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2024-02-01 00:00:00+00:00,241.74671936035156,1399.6699674792656,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2024-03-01 00:00:00+00:00,254.02874755859375,1470.7806988029374,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2024-04-01 00:00:00+01:00,235.65560913085938,1364.4035362350937,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2024-05-01 00:00:00+01:00,249.7821807861328,1446.193841980078,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2024-06-01 00:00:00+01:00,226.80221557617188,1313.1439820142186,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
2024-07-01 00:00:00+01:00,231.49810791015625,1340.3323529165625,Legal &amp; General,Financial Services,Asset Management,78.16667,447.5191,0.01596,0.047020003,0.00102,2048.96,,Mega Cap
