Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2000-01-01 00:00:00+08:00,0.632264256477356,6.920069121416382,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-02-01 00:00:00+08:00,0.43871399760246277,4.801680874475738,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-03-01 00:00:00+08:00,0.3784984052181244,4.142627231607697,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-04-01 00:00:00+08:00,0.3139815032482147,3.4364961850436098,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-05-01 00:00:00+08:00,0.2709701359272003,2.9657410667227477,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-06-01 00:00:00+08:00,0.3182826340198517,3.4835716316390077,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-07-01 00:00:00+08:00,0.36989593505859375,4.048474055132813,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-08-01 00:00:00+08:00,0.40000370144844055,4.378000550383392,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-09-01 00:00:00+08:00,0.3774067461490631,4.130679132157929,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-10-01 00:00:00+08:00,0.39934876561164856,4.370832343080414,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-11-01 00:00:00+08:00,0.37301814556121826,4.0826463371627195,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
2000-12-01 00:00:00+08:00,0.4432334899902344,4.851146267144531,China Overseas Land &amp; Investment,Real Estate,Real Estate - Development,9.092105,0.3974119,0.08445,0.04476,0.01793,60.361,,Large Cap
