Date,Stock Price,Market Cap (Billion USD),Company
2000-01-01 00:00:00+01:00,585.7266845703125,0.5711157324237061,Chocoladefabriken Lindt &amp; Sprüngli
2002-01-01 00:00:00+01:00,616.9047241210938,0.601516035777893,Chocoladefabriken Lindt &amp; Sprüngli
2002-02-01 00:00:00+01:00,654.2261962890625,0.6379065238226318,Chocoladefabriken Lindt &amp; Sprüngli
2002-03-01 00:00:00+01:00,640.3220825195312,0.6243492481710815,Chocoladefabriken Lindt &amp; Sprüngli
2002-04-01 00:00:00+02:00,717.1608276367188,0.6992712507913208,Chocoladefabriken Lindt &amp; Sprüngli
2002-05-01 00:00:00+02:00,712.9024047851562,0.6951190542977905,Chocoladefabriken Lindt &amp; Sprüngli
2002-06-01 00:00:00+02:00,628.6836547851562,0.6130011410165406,Chocoladefabriken Lindt &amp; Sprüngli
2002-07-01 00:00:00+02:00,605.7822875976562,0.5906710484335327,Chocoladefabriken Lindt &amp; Sprüngli
2002-08-01 00:00:00+02:00,633.8550415039062,0.6180435274935913,Chocoladefabriken Lindt &amp; Sprüngli
2002-09-01 00:00:00+02:00,605.7822875976562,0.5906710484335327,Chocoladefabriken Lindt &amp; Sprüngli
2002-10-01 00:00:00+02:00,592.4846801757812,0.5777051498287964,Chocoladefabriken Lindt &amp; Sprüngli
2002-11-01 00:00:00+01:00,562.9342651367188,0.5488918698928833,Chocoladefabriken Lindt &amp; Sprüngli
2002-12-01 00:00:00+01:00,591.0071411132812,0.5762644679782104,Chocoladefabriken Lindt &amp; Sprüngli
2003-01-01 00:00:00+01:00,520.086181640625,0.5071126318395996,Chocoladefabriken Lindt &amp; Sprüngli
2003-02-01 00:00:00+01:00,507.52734375,0.49486707416015624,Chocoladefabriken Lindt &amp; Sprüngli
2003-03-01 00:00:00+01:00,583.6194458007812,0.5690610587252808,Chocoladefabriken Lindt &amp; Sprüngli
2003-04-01 00:00:00+02:00,620.5573120117188,0.6050775098635864,Chocoladefabriken Lindt &amp; Sprüngli
2003-05-01 00:00:00+02:00,634.0516967773438,0.618235277201233,Chocoladefabriken Lindt &amp; Sprüngli
2003-06-01 00:00:00+02:00,621.3258666992188,0.6058268929544067,Chocoladefabriken Lindt &amp; Sprüngli
2003-07-01 00:00:00+02:00,638.5430908203125,0.6226146334197998,Chocoladefabriken Lindt &amp; Sprüngli
2003-08-01 00:00:00+02:00,694.6871337890625,0.6773581632366943,Chocoladefabriken Lindt &amp; Sprüngli
2003-09-01 00:00:00+02:00,717.1445922851562,0.6992554204306031,Chocoladefabriken Lindt &amp; Sprüngli
2003-10-01 00:00:00+02:00,756.0708618164062,0.737210674168396,Chocoladefabriken Lindt &amp; Sprüngli
2003-11-01 00:00:00+01:00,785.2657470703125,0.7656772930096436,Chocoladefabriken Lindt &amp; Sprüngli
2003-12-01 00:00:00+01:00,771.0428466796875,0.7518091828692627,Chocoladefabriken Lindt &amp; Sprüngli
2004-01-01 00:00:00+01:00,818.2035522460938,0.797793464635315,Chocoladefabriken Lindt &amp; Sprüngli
2004-02-01 00:00:00+01:00,857.130126953125,0.8357490159362793,Chocoladefabriken Lindt &amp; Sprüngli
2004-03-01 00:00:00+01:00,840.661376953125,0.8196910789050293,Chocoladefabriken Lindt &amp; Sprüngli
2004-04-01 00:00:00+02:00,965.6749877929688,0.9415862252224731,Chocoladefabriken Lindt &amp; Sprüngli
2004-05-01 00:00:00+02:00,917.0169067382812,0.8941419199996948,Chocoladefabriken Lindt &amp; Sprüngli
2004-06-01 00:00:00+02:00,995.039794921875,0.9702185272375489,Chocoladefabriken Lindt &amp; Sprüngli
2004-07-01 00:00:00+02:00,1059.3577880859375,1.0329321080621339,Chocoladefabriken Lindt &amp; Sprüngli
2004-08-01 00:00:00+02:00,1112.3258056640625,1.0845788384417725,Chocoladefabriken Lindt &amp; Sprüngli
2004-09-01 00:00:00+02:00,1085.8419189453125,1.0587555922772216,Chocoladefabriken Lindt &amp; Sprüngli
2004-10-01 00:00:00+02:00,1105.5157470703125,1.0779386567596436,Chocoladefabriken Lindt &amp; Sprüngli
2004-11-01 00:00:00+01:00,1139.56640625,1.1111399222460938,Chocoladefabriken Lindt &amp; Sprüngli
2004-12-01 00:00:00+01:00,1224.3154296875,1.1937748812939453,Chocoladefabriken Lindt &amp; Sprüngli
2005-01-01 00:00:00+01:00,1233.3953857421875,1.2026283378448486,Chocoladefabriken Lindt &amp; Sprüngli
2005-02-01 00:00:00+01:00,1224.3154296875,1.1937748812939453,Chocoladefabriken Lindt &amp; Sprüngli
2005-03-01 00:00:00+01:00,1336.30419921875,1.3029700909692383,Chocoladefabriken Lindt &amp; Sprüngli
2005-04-01 00:00:00+02:00,1350.681396484375,1.3169886490490723,Chocoladefabriken Lindt &amp; Sprüngli
2005-05-01 00:00:00+02:00,1475.5343017578125,1.4387270986004639,Chocoladefabriken Lindt &amp; Sprüngli
2005-06-01 00:00:00+02:00,1462.2825927734375,1.425805953496704,Chocoladefabriken Lindt &amp; Sprüngli
2005-07-01 00:00:00+02:00,1527.25634765625,1.489158938063965,Chocoladefabriken Lindt &amp; Sprüngli
2005-08-01 00:00:00+02:00,1563.182373046875,1.5241887887512207,Chocoladefabriken Lindt &amp; Sprüngli
2005-09-01 00:00:00+02:00,1661.7890625,1.6203357343359375,Chocoladefabriken Lindt &amp; Sprüngli
2005-10-01 00:00:00+02:00,1659.495849609375,1.6180997256408691,Chocoladefabriken Lindt &amp; Sprüngli
2005-11-01 00:00:00+01:00,1693.1292724609375,1.6508941627593994,Chocoladefabriken Lindt &amp; Sprüngli
2005-12-01 00:00:00+01:00,1709.946044921875,1.6672914408312989,Chocoladefabriken Lindt &amp; Sprüngli
2006-01-01 00:00:00+01:00,1846.7718505859375,1.8007041267730712,Chocoladefabriken Lindt &amp; Sprüngli
2006-02-01 00:00:00+01:00,1911.745849609375,1.8640573493908692,Chocoladefabriken Lindt &amp; Sprüngli
2006-03-01 00:00:00+01:00,1850.593994140625,1.804430926956787,Chocoladefabriken Lindt &amp; Sprüngli
2006-04-01 00:00:00+02:00,1933.9132080078125,1.8856717430340577,Chocoladefabriken Lindt &amp; Sprüngli
2006-05-01 00:00:00+02:00,1802.744140625,1.7577746880371095,Chocoladefabriken Lindt &amp; Sprüngli
2006-06-01 00:00:00+02:00,1865.2003173828125,1.8186728954656983,Chocoladefabriken Lindt &amp; Sprüngli
2006-07-01 00:00:00+02:00,1909.150634765625,1.8615268721813965,Chocoladefabriken Lindt &amp; Sprüngli
2006-08-01 00:00:00+02:00,2066.44775390625,2.0149002146850585,Chocoladefabriken Lindt &amp; Sprüngli
2006-09-01 00:00:00+02:00,2172.08349609375,2.1179008732836913,Chocoladefabriken Lindt &amp; Sprüngli
2006-10-01 00:00:00+02:00,2094.9765625,2.0427173721484375,Chocoladefabriken Lindt &amp; Sprüngli
2006-11-01 00:00:00+01:00,2137.385009765625,2.0840679406970213,Chocoladefabriken Lindt &amp; Sprüngli
2006-12-01 00:00:00+01:00,2319.356201171875,2.2614998607336427,Chocoladefabriken Lindt &amp; Sprüngli
2007-01-01 00:00:00+01:00,2374.1015625,2.3148795990234374,Chocoladefabriken Lindt &amp; Sprüngli
2007-02-01 00:00:00+01:00,2256.128662109375,2.1998495326330567,Chocoladefabriken Lindt &amp; Sprüngli
2007-03-01 00:00:00+01:00,2458.147705078125,2.396829210574951,Chocoladefabriken Lindt &amp; Sprüngli
2007-04-01 00:00:00+02:00,2583.05908203125,2.5186246732299806,Chocoladefabriken Lindt &amp; Sprüngli
2007-05-01 00:00:00+02:00,2505.953369140625,2.443442362347412,Chocoladefabriken Lindt &amp; Sprüngli
2007-06-01 00:00:00+02:00,2588.11279296875,2.5235523193481444,Chocoladefabriken Lindt &amp; Sprüngli
2007-07-01 00:00:00+02:00,2529.027099609375,2.465940518609619,Chocoladefabriken Lindt &amp; Sprüngli
2007-08-01 00:00:00+02:00,2847.002197265625,2.775983727454834,Chocoladefabriken Lindt &amp; Sprüngli
2007-09-01 00:00:00+02:00,3147.872802734375,3.069349115670166,Chocoladefabriken Lindt &amp; Sprüngli
2007-10-01 00:00:00+02:00,3109.77783203125,3.0322044240112302,Chocoladefabriken Lindt &amp; Sprüngli
2007-11-01 00:00:00+01:00,2923.19140625,2.8502723966210937,Chocoladefabriken Lindt &amp; Sprüngli
2007-12-01 00:00:00+01:00,3047.582275390625,2.971560335531006,Chocoladefabriken Lindt &amp; Sprüngli
2008-01-01 00:00:00+01:00,2603.661865234375,2.5387135200061035,Chocoladefabriken Lindt &amp; Sprüngli
2008-02-01 00:00:00+01:00,2704.729248046875,2.6372597769543455,Chocoladefabriken Lindt &amp; Sprüngli
2008-03-01 00:00:00+01:00,2565.56689453125,2.501568828347168,Chocoladefabriken Lindt &amp; Sprüngli
2008-04-01 00:00:00+02:00,2487.822265625,2.4257635392089845,Chocoladefabriken Lindt &amp; Sprüngli
2008-05-01 00:00:00+02:00,2565.56689453125,2.501568828347168,Chocoladefabriken Lindt &amp; Sprüngli
2008-06-01 00:00:00+02:00,2216.023193359375,2.1607444948010253,Chocoladefabriken Lindt &amp; Sprüngli
2008-07-01 00:00:00+02:00,2175.17529296875,2.1209155452856447,Chocoladefabriken Lindt &amp; Sprüngli
2008-08-01 00:00:00+02:00,2219.166015625,2.1638089193652346,Chocoladefabriken Lindt &amp; Sprüngli
2008-09-01 00:00:00+02:00,2128.828125,2.075724507421875,Chocoladefabriken Lindt &amp; Sprüngli
2008-10-01 00:00:00+02:00,1957.5792236328125,1.908747409899292,Chocoladefabriken Lindt &amp; Sprüngli
2008-11-01 00:00:00+01:00,1846.0321044921875,1.7999828336456298,Chocoladefabriken Lindt &amp; Sprüngli
2008-12-01 00:00:00+01:00,1539.6690673828125,1.5012620224969482,Chocoladefabriken Lindt &amp; Sprüngli
2009-01-01 00:00:00+01:00,1488.608642578125,1.4514752999890137,Chocoladefabriken Lindt &amp; Sprüngli
2009-02-01 00:00:00+01:00,1453.2589111328125,1.4170073675946044,Chocoladefabriken Lindt &amp; Sprüngli
2009-03-01 00:00:00+01:00,1197.171142578125,1.1673077084265138,Chocoladefabriken Lindt &amp; Sprüngli
2009-04-01 00:00:00+02:00,1445.4034423828125,1.4093478535125732,Chocoladefabriken Lindt &amp; Sprüngli
2009-05-01 00:00:00+02:00,1544.7835693359375,1.5062489431988526,Chocoladefabriken Lindt &amp; Sprüngli
2009-06-01 00:00:00+02:00,1624.82421875,1.5842929786132813,Chocoladefabriken Lindt &amp; Sprüngli
2009-07-01 00:00:00+02:00,1696.86083984375,1.6545326461938477,Chocoladefabriken Lindt &amp; Sprüngli
2009-08-01 00:00:00+02:00,1800.9136962890625,1.755989904135132,Chocoladefabriken Lindt &amp; Sprüngli
2009-09-01 00:00:00+02:00,2013.8216552734375,1.9635868740826417,Chocoladefabriken Lindt &amp; Sprüngli
2009-10-01 00:00:00+02:00,1732.0787353515625,1.6888720312982177,Chocoladefabriken Lindt &amp; Sprüngli
2009-11-01 00:00:00+01:00,1847.337158203125,1.801255332791748,Chocoladefabriken Lindt &amp; Sprüngli
2009-12-01 00:00:00+01:00,1776.901123046875,1.7325763245324708,Chocoladefabriken Lindt &amp; Sprüngli
2010-01-01 00:00:00+01:00,1840.9337158203125,1.7950116242791747,Chocoladefabriken Lindt &amp; Sprüngli
2010-02-01 00:00:00+01:00,1752.088623046875,1.7083827723449707,Chocoladefabriken Lindt &amp; Sprüngli
2010-03-01 00:00:00+01:00,1997.012939453125,1.9471974516784667,Chocoladefabriken Lindt &amp; Sprüngli
2010-04-01 00:00:00+02:00,1916.9722900390625,1.8691534162640382,Chocoladefabriken Lindt &amp; Sprüngli
2010-05-01 00:00:00+02:00,2041.848388671875,1.9909144806164552,Chocoladefabriken Lindt &amp; Sprüngli
2010-06-01 00:00:00+02:00,1910.1165771484375,1.8624687191314697,Chocoladefabriken Lindt &amp; Sprüngli
2010-07-01 00:00:00+02:00,1906.0504150390625,1.858503987435913,Chocoladefabriken Lindt &amp; Sprüngli
2010-08-01 00:00:00+02:00,1933.6978759765625,1.8854617824603273,Chocoladefabriken Lindt &amp; Sprüngli
2010-09-01 00:00:00+02:00,1915.80859375,1.8680187483789064,Chocoladefabriken Lindt &amp; Sprüngli
2010-10-01 00:00:00+02:00,2173.580322265625,2.119360361126709,Chocoladefabriken Lindt &amp; Sprüngli
2010-11-01 00:00:00+01:00,2222.370361328125,2.166933332664795,Chocoladefabriken Lindt &amp; Sprüngli
2010-12-01 00:00:00+01:00,2297.994873046875,2.240671390938721,Chocoladefabriken Lindt &amp; Sprüngli
2011-01-01 00:00:00+01:00,1999.5638427734375,1.9496847227154541,Chocoladefabriken Lindt &amp; Sprüngli
2011-02-01 00:00:00+01:00,2099.582763671875,2.04720867163208,Chocoladefabriken Lindt &amp; Sprüngli
2011-03-01 00:00:00+01:00,2157.31787109375,2.103503576799316,Chocoladefabriken Lindt &amp; Sprüngli
2011-04-01 00:00:00+02:00,2333.773681640625,2.2755576971520997,Chocoladefabriken Lindt &amp; Sprüngli
2011-05-01 00:00:00+02:00,2156.504150390625,2.102710154359131,Chocoladefabriken Lindt &amp; Sprüngli
2011-06-01 00:00:00+02:00,2164.419921875,2.1104284669238282,Chocoladefabriken Lindt &amp; Sprüngli
2011-07-01 00:00:00+02:00,2118.9833984375,2.0661253575634766,Chocoladefabriken Lindt &amp; Sprüngli
2011-08-01 00:00:00+02:00,2085.93896484375,2.0339052173657226,Chocoladefabriken Lindt &amp; Sprüngli
2011-09-01 00:00:00+02:00,2189.203125,2.134593453046875,Chocoladefabriken Lindt &amp; Sprüngli
2011-10-01 00:00:00+02:00,2240.42236328125,2.1845350274291992,Chocoladefabriken Lindt &amp; Sprüngli
2011-11-01 00:00:00+01:00,2304.032958984375,2.2465588568225097,Chocoladefabriken Lindt &amp; Sprüngli
2011-12-01 00:00:00+01:00,2308.163818359375,2.2505866719104004,Chocoladefabriken Lindt &amp; Sprüngli
2012-01-01 00:00:00+01:00,2197.464599609375,2.1426488451721193,Chocoladefabriken Lindt &amp; Sprüngli
2012-02-01 00:00:00+01:00,2292.467529296875,2.2352819267785646,Chocoladefabriken Lindt &amp; Sprüngli
2012-03-01 00:00:00+01:00,2395.731689453125,2.335970162459717,Chocoladefabriken Lindt &amp; Sprüngli
2012-04-01 00:00:00+02:00,2445.298828125,2.3843008488574218,Chocoladefabriken Lindt &amp; Sprüngli
2012-05-01 00:00:00+02:00,2369.96875,2.31084987953125,Chocoladefabriken Lindt &amp; Sprüngli
2012-06-01 00:00:00+02:00,2461.541015625,2.4001378749902345,Chocoladefabriken Lindt &amp; Sprüngli
2012-07-01 00:00:00+02:00,2541.35205078125,2.477958023874512,Chocoladefabriken Lindt &amp; Sprüngli
2012-08-01 00:00:00+02:00,2499.34619140625,2.4370000006616213,Chocoladefabriken Lindt &amp; Sprüngli
2012-09-01 00:00:00+02:00,2500.186279296875,2.4378191325598144,Chocoladefabriken Lindt &amp; Sprüngli
2012-10-01 00:00:00+02:00,2472.462646484375,2.4107870657678223,Chocoladefabriken Lindt &amp; Sprüngli
2012-11-01 00:00:00+01:00,2503.547119140625,2.441096136253662,Chocoladefabriken Lindt &amp; Sprüngli
2012-12-01 00:00:00+01:00,2503.547119140625,2.441096136253662,Chocoladefabriken Lindt &amp; Sprüngli
2013-01-01 00:00:00+01:00,2738.779541015625,2.6704606853649904,Chocoladefabriken Lindt &amp; Sprüngli
2013-02-01 00:00:00+01:00,2842.95361328125,2.7720361353979492,Chocoladefabriken Lindt &amp; Sprüngli
2013-03-01 00:00:00+01:00,3068.9453125,2.9923904716796876,Chocoladefabriken Lindt &amp; Sprüngli
2013-04-01 00:00:00+02:00,3024.4189453125,2.9489748147216797,Chocoladefabriken Lindt &amp; Sprüngli
2013-05-01 00:00:00+02:00,3026.013427734375,2.950529522779541,Chocoladefabriken Lindt &amp; Sprüngli
2013-06-01 00:00:00+02:00,3028.57470703125,2.9530269109643554,Chocoladefabriken Lindt &amp; Sprüngli
2013-07-01 00:00:00+02:00,3103.69140625,3.0262698241210937,Chocoladefabriken Lindt &amp; Sprüngli
2013-08-01 00:00:00+02:00,3175.393798828125,3.0961836005163574,Chocoladefabriken Lindt &amp; Sprüngli
2013-09-01 00:00:00+02:00,3167.71142578125,3.088692864265137,Chocoladefabriken Lindt &amp; Sprüngli
2013-10-01 00:00:00+02:00,3269.2900390625,3.187737599038086,Chocoladefabriken Lindt &amp; Sprüngli
2013-11-01 00:00:00+01:00,3339.28515625,3.2559866880273436,Chocoladefabriken Lindt &amp; Sprüngli
2013-12-01 00:00:00+01:00,3432.327392578125,3.3467079857702635,Chocoladefabriken Lindt &amp; Sprüngli
2014-01-01 00:00:00+01:00,3474.154052734375,3.387491279888916,Chocoladefabriken Lindt &amp; Sprüngli
2014-02-01 00:00:00+01:00,3699.504150390625,3.607220019359131,Chocoladefabriken Lindt &amp; Sprüngli
2014-03-01 00:00:00+01:00,3740.47705078125,3.6471708507495118,Chocoladefabriken Lindt &amp; Sprüngli
2014-04-01 00:00:00+02:00,3653.409912109375,3.5622756018518067,Chocoladefabriken Lindt &amp; Sprüngli
2014-05-01 00:00:00+02:00,3846.78173828125,3.750823767819824,Chocoladefabriken Lindt &amp; Sprüngli
2014-06-01 00:00:00+02:00,3912.65771484375,3.8150564681469725,Chocoladefabriken Lindt &amp; Sprüngli
2014-07-01 00:00:00+02:00,4094.68212890625,3.9925402832006838,Chocoladefabriken Lindt &amp; Sprüngli
2014-08-01 00:00:00+02:00,4171.8251953125,4.0677590158154295,Chocoladefabriken Lindt &amp; Sprüngli
2014-09-01 00:00:00+02:00,4135.42041015625,4.0322623480249025,Chocoladefabriken Lindt &amp; Sprüngli
2014-10-01 00:00:00+02:00,4183.09375,4.07874647640625,Chocoladefabriken Lindt &amp; Sprüngli
2014-11-01 00:00:00+01:00,4218.6318359375,4.113398064790039,Chocoladefabriken Lindt &amp; Sprüngli
2014-12-01 00:00:00+01:00,4274.9716796875,4.168332511137695,Chocoladefabriken Lindt &amp; Sprüngli
2015-01-01 00:00:00+01:00,4157.08984375,4.053391237597657,Chocoladefabriken Lindt &amp; Sprüngli
2015-02-01 00:00:00+01:00,4546.2763671875,4.432869503208008,Chocoladefabriken Lindt &amp; Sprüngli
2015-03-01 00:00:00+01:00,4520.27197265625,4.40751378829834,Chocoladefabriken Lindt &amp; Sprüngli
2015-04-01 00:00:00+02:00,4455.26416015625,4.344127595681153,Chocoladefabriken Lindt &amp; Sprüngli
2015-05-01 00:00:00+02:00,4361.2021484375,4.252411960844727,Chocoladefabriken Lindt &amp; Sprüngli
2015-06-01 00:00:00+02:00,4345.380859375,4.23698533383789,Chocoladefabriken Lindt &amp; Sprüngli
2015-07-01 00:00:00+02:00,4781.326171875,4.662055990517578,Chocoladefabriken Lindt &amp; Sprüngli
2015-08-01 00:00:00+02:00,4798.904296875,4.679195629189453,Chocoladefabriken Lindt &amp; Sprüngli
2015-09-01 00:00:00+02:00,5023.02880859375,4.897729354963379,Chocoladefabriken Lindt &amp; Sprüngli
2015-10-01 00:00:00+02:00,5304.28369140625,5.171968334724121,Chocoladefabriken Lindt &amp; Sprüngli
2015-11-01 00:00:00+01:00,5453.7001953125,5.3176576439404295,Chocoladefabriken Lindt &amp; Sprüngli
2015-12-01 00:00:00+01:00,5497.64599609375,5.360507216721191,Chocoladefabriken Lindt &amp; Sprüngli
2016-01-01 00:00:00+01:00,5260.33740234375,5.129118285842285,Chocoladefabriken Lindt &amp; Sprüngli
2016-02-01 00:00:00+01:00,5027.423828125,4.9020147407324215,Chocoladefabriken Lindt &amp; Sprüngli
2016-03-01 00:00:00+01:00,5238.365234375,5.107694213603516,Chocoladefabriken Lindt &amp; Sprüngli
2016-04-01 00:00:00+02:00,5159.26123046875,5.030563459074707,Chocoladefabriken Lindt &amp; Sprüngli
2016-05-01 00:00:00+02:00,5454.513671875,5.318450828330078,Chocoladefabriken Lindt &amp; Sprüngli
2016-06-01 00:00:00+02:00,5165.08935546875,5.036246201496582,Chocoladefabriken Lindt &amp; Sprüngli
2016-07-01 00:00:00+02:00,5076.037109375,4.9494153636816405,Chocoladefabriken Lindt &amp; Sprüngli
2016-08-01 00:00:00+02:00,5071.5830078125,4.9450723696826175,Chocoladefabriken Lindt &amp; Sprüngli
2016-09-01 00:00:00+02:00,5000.3408203125,4.875607318549805,Chocoladefabriken Lindt &amp; Sprüngli
2016-10-01 00:00:00+02:00,4577.33837890625,4.463156673044433,Chocoladefabriken Lindt &amp; Sprüngli
2016-11-01 00:00:00+01:00,4461.568359375,4.3502745366503905,Chocoladefabriken Lindt &amp; Sprüngli
2016-12-01 00:00:00+01:00,4697.55908203125,4.580378470729981,Chocoladefabriken Lindt &amp; Sprüngli
2017-01-01 00:00:00+01:00,4880.119140625,4.75838456866211,Chocoladefabriken Lindt &amp; Sprüngli
2017-02-01 00:00:00+01:00,5071.5830078125,4.9450723696826175,Chocoladefabriken Lindt &amp; Sprüngli
2017-03-01 00:00:00+01:00,5058.22607421875,4.932048624797363,Chocoladefabriken Lindt &amp; Sprüngli
2017-04-01 00:00:00+02:00,4982.53125,4.85824200796875,Chocoladefabriken Lindt &amp; Sprüngli
2017-05-01 00:00:00+02:00,5324.37939453125,5.1915627505346675,Chocoladefabriken Lindt &amp; Sprüngli
2017-06-01 00:00:00+02:00,5030.33984375,4.9048580163476565,Chocoladefabriken Lindt &amp; Sprüngli
2017-07-01 00:00:00+02:00,4980.5791015625,4.856338555874023,Chocoladefabriken Lindt &amp; Sprüngli
2017-08-01 00:00:00+02:00,4976.0556640625,4.851927955522461,Chocoladefabriken Lindt &amp; Sprüngli
2017-09-01 00:00:00+02:00,4998.67333984375,4.873981433381347,Chocoladefabriken Lindt &amp; Sprüngli
2017-10-01 00:00:00+02:00,5224.85791015625,5.094523829587402,Chocoladefabriken Lindt &amp; Sprüngli
2017-11-01 00:00:00+01:00,5261.04736328125,5.129810536804199,Chocoladefabriken Lindt &amp; Sprüngli
2017-12-01 00:00:00+01:00,5383.18701171875,5.248903411711426,Chocoladefabriken Lindt &amp; Sprüngli
2018-01-01 00:00:00+01:00,5274.6181640625,5.143042813959961,Chocoladefabriken Lindt &amp; Sprüngli
2018-02-01 00:00:00+01:00,5120.81298828125,4.993074308288574,Chocoladefabriken Lindt &amp; Sprüngli
2018-03-01 00:00:00+01:00,5360.56884765625,5.226849457751465,Chocoladefabriken Lindt &amp; Sprüngli
2018-04-01 00:00:00+02:00,5772.22412109375,5.628235990393066,Chocoladefabriken Lindt &amp; Sprüngli
2018-05-01 00:00:00+02:00,5704.36865234375,5.562073176311035,Chocoladefabriken Lindt &amp; Sprüngli
2018-06-01 00:00:00+02:00,5904.55419921875,5.757265094719238,Chocoladefabriken Lindt &amp; Sprüngli
2018-07-01 00:00:00+02:00,6271.86669921875,6.115414984406739,Chocoladefabriken Lindt &amp; Sprüngli
2018-08-01 00:00:00+02:00,6625.40576171875,6.460135014992676,Chocoladefabriken Lindt &amp; Sprüngli
2018-09-01 00:00:00+02:00,6317.78125,6.16018419671875,Chocoladefabriken Lindt &amp; Sprüngli
2018-10-01 00:00:00+02:00,6382.06103515625,6.222860522634277,Chocoladefabriken Lindt &amp; Sprüngli
2018-11-01 00:00:00+01:00,6262.68310546875,6.106460475402832,Chocoladefabriken Lindt &amp; Sprüngli
2018-12-01 00:00:00+01:00,5601.521484375,5.4617915309472655,Chocoladefabriken Lindt &amp; Sprüngli
2019-01-01 00:00:00+01:00,5808.134765625,5.663250843896485,Chocoladefabriken Lindt &amp; Sprüngli
2019-02-01 00:00:00+01:00,5959.6513671875,5.810987863833008,Chocoladefabriken Lindt &amp; Sprüngli
2019-03-01 00:00:00+01:00,6212.17919921875,6.057216389094238,Chocoladefabriken Lindt &amp; Sprüngli
2019-04-01 00:00:00+02:00,6221.36181640625,6.066169945895996,Chocoladefabriken Lindt &amp; Sprüngli
2019-05-01 00:00:00+02:00,6023.9306640625,5.873663713647461,Chocoladefabriken Lindt &amp; Sprüngli
2019-06-01 00:00:00+02:00,6621.62841796875,6.45645189708252,Chocoladefabriken Lindt &amp; Sprüngli
2019-07-01 00:00:00+02:00,6831.3212890625,6.6609139795068355,Chocoladefabriken Lindt &amp; Sprüngli
2019-08-01 00:00:00+02:00,6826.66162109375,6.656370546955566,Chocoladefabriken Lindt &amp; Sprüngli
2019-09-01 00:00:00+02:00,6868.599609375,6.697262392119141,Chocoladefabriken Lindt &amp; Sprüngli
2019-10-01 00:00:00+02:00,6831.3212890625,6.6609139795068355,Chocoladefabriken Lindt &amp; Sprüngli
2019-11-01 00:00:00+01:00,7106.25146484375,6.9289860220532224,Chocoladefabriken Lindt &amp; Sprüngli
2019-12-01 00:00:00+01:00,7003.73486328125,6.829026697116699,Chocoladefabriken Lindt &amp; Sprüngli
2020-01-01 00:00:00+01:00,7534.95654296875,7.346997052004395,Chocoladefabriken Lindt &amp; Sprüngli
