Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2010-04-01 00:00:00-04:00,9.826169967651367,3.1581310276031496,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-05-01 00:00:00-04:00,7.83009147644043,2.516591400527954,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-06-01 00:00:00-04:00,7.1162638664245605,2.2871672066688538,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-07-01 00:00:00-04:00,7.931437969207764,2.549164163303375,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-08-01 00:00:00-04:00,9.033025741577148,2.9032144733428957,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-09-01 00:00:00-04:00,10.531188011169434,3.384723826789856,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-10-01 00:00:00-04:00,11.835474014282227,3.8039213481903076,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-11-01 00:00:00-04:00,12.87096118927002,4.136726926231384,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2010-12-01 00:00:00-05:00,15.157865524291992,4.871737979507446,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-01-01 00:00:00-05:00,15.836443901062012,5.0898330698013305,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-02-01 00:00:00-05:00,16.779396057128906,5.392897892761231,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-03-01 00:00:00-05:00,17.42713737487793,5.601081952285766,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-04-01 00:00:00-04:00,19.6082763671875,6.302100024414062,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-05-01 00:00:00-04:00,19.30423927307129,6.204382502365112,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-06-01 00:00:00-04:00,17.01056671142578,5.467196141052246,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-07-01 00:00:00-04:00,17.425676345825195,5.6006123775482175,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-08-01 00:00:00-04:00,15.301559448242188,4.917921206665039,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-09-01 00:00:00-04:00,10.852400779724121,3.4879616106033327,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-10-01 00:00:00-04:00,14.597209930419922,4.691543271636963,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-11-01 00:00:00-04:00,14.512809753417969,4.664417054748535,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2011-12-01 00:00:00-05:00,16.736474990844727,5.379103062057495,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2012-01-01 00:00:00-05:00,22.201974868774414,7.135714722824097,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2012-02-01 00:00:00-05:00,22.243192672729492,7.148962125015259,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2012-03-01 00:00:00-05:00,22.48529624938965,7.226774214553833,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2012-04-01 00:00:00-04:00,21.655351638793945,6.960030016708374,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2012-05-01 00:00:00-04:00,20.45284652709961,6.573544873809815,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
2012-06-01 00:00:00-04:00,21.0877628326416,6.777606974411011,LyondellBasell,Basic Materials,Specialty Chemicals,20.141867,1.5397434,0.026819998,0.07437,0.03849,103.883,,Large Cap
