Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2000-01-01 00:00:00+05:30,6.955482006072998,87.50204872297216,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-02-01 00:00:00+05:30,5.547469139099121,69.78882476797558,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-03-01 00:00:00+05:30,4.527531147003174,56.95769907447705,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-04-01 00:00:00+05:30,3.636950731277466,45.75393047001294,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-05-01 00:00:00+05:30,4.429559230804443,55.72518299906787,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-06-01 00:00:00+05:30,4.865960597991943,61.21524302094287,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-07-01 00:00:00+05:30,4.679671764373779,58.87167364910498,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-08-01 00:00:00+05:30,3.9500348567962646,49.69262262414624,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-09-01 00:00:00+05:30,3.7620413303375244,47.3276077053479,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-10-01 00:00:00+05:30,3.6843998432159424,46.350854522303955,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-11-01 00:00:00+05:30,3.97908091545105,50.05803074933472,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2000-12-01 00:00:00+05:30,4.229648113250732,53.21024121168701,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-01-01 00:00:00+05:30,4.977822303771973,62.62249681311035,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-02-01 00:00:00+05:30,5.067815780639648,63.75464172999023,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-03-01 00:00:00+05:30,4.683140277862549,58.9153085885708,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-04-01 00:00:00+05:30,4.864891052246094,61.20178781483594,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-05-01 00:00:00+05:30,5.208981037139893,65.53054297471924,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-06-01 00:00:00+05:30,5.494838237762451,69.1267122516792,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-07-01 00:00:00+05:30,5.890100479125977,74.09922973816602,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-08-01 00:00:00+05:30,5.290149211883545,66.55166294526514,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-09-01 00:00:00+05:30,5.490360736846924,69.07038394791455,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-10-01 00:00:00+05:30,5.697696208953857,71.67872634121827,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-11-01 00:00:00+05:30,5.858279228210449,73.69890886240137,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2001-12-01 00:00:00+05:30,5.5249152183532715,69.50508968386865,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-01-01 00:00:00+05:30,5.890805244445801,74.10809589716114,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-02-01 00:00:00+05:30,9.07810115814209,114.20523396628028,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-03-01 00:00:00+05:30,11.16569709777832,140.46781669806444,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-04-01 00:00:00+05:30,13.989131927490234,175.98747325383985,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-05-01 00:00:00+05:30,12.987007141113281,163.38044302825782,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-06-01 00:00:00+05:30,13.285820960998535,167.13961045962597,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-07-01 00:00:00+05:30,13.911892890930176,175.01578301950488,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-08-01 00:00:00+05:30,14.383478164672852,180.94846713313476,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-09-01 00:00:00+05:30,14.409286499023438,181.27314371598436,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-10-01 00:00:00+05:30,15.965276718139648,200.84796712099023,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-11-01 00:00:00+05:30,14.899094581604004,187.43507622755567,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2002-12-01 00:00:00+05:30,14.789312362670898,186.05398300330273,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-01-01 00:00:00+05:30,15.659147262573242,196.99676679970116,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-02-01 00:00:00+05:30,16.617046356201172,209.04742455269923,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-03-01 00:00:00+05:30,15.723607063293457,197.8076904162627,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-04-01 00:00:00+05:30,15.681586265563965,197.27905618399902,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-05-01 00:00:00+05:30,21.115188598632812,265.6354023975781,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-06-01 00:00:00+05:30,21.384992599487305,269.0296176090918,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-07-01 00:00:00+05:30,20.10897445678711,252.9769268543086,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-08-01 00:00:00+05:30,27.24762535095215,342.7832950991152,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-09-01 00:00:00+05:30,27.033105850219727,340.0845754721035,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-10-01 00:00:00+05:30,26.870166778564453,338.034753105457,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
2003-11-01 00:00:00+05:30,27.837129592895508,350.1994351819863,Oil &amp; Natural Gas,Energy,Oil & Gas Integrated,7.8803997,0.8724904,0.06471,,,50.462,,Mega Cap
