Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2017-04-01 00:00:00-04:00,26.049999237060547,4.319585031890137,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-05-01 00:00:00-04:00,26.100000381469727,4.327876172054932,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-06-01 00:00:00-04:00,22.799999237060547,3.780673255890137,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-07-01 00:00:00-04:00,21.950000762939453,3.639727352109863,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-08-01 00:00:00-04:00,26.989999771118164,4.475454987967041,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-09-01 00:00:00-04:00,28.209999084472656,4.677754063868164,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-10-01 00:00:00-04:00,28.920000076293945,4.7954857240109865,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-11-01 00:00:00-04:00,29.209999084472656,4.843573071868164,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2017-12-01 00:00:00-05:00,25.610000610351562,4.246624896087891,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2018-01-01 00:00:00-05:00,29.450000762939453,4.883369912109863,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2018-02-01 00:00:00-05:00,38.59000015258789,6.398955544021972,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2018-03-01 00:00:00-05:00,39.849998474121094,6.6078872157802735,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2018-04-01 00:00:00-04:00,42.810001373291016,7.098711960197754,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
2018-05-01 00:00:00-04:00,56.209999084472656,9.320686287868163,Okta,Technology,Software - Infrastructure,1869.3335,3.0375087,0.010729999,0.00456,-0.00427,15.394,,Large Cap
