Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2000-01-01 00:00:00-05:00,13.332000732421875,3.6184918601015625,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-02-01 00:00:00-05:00,10.909736633300781,2.9610554331464845,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-03-01 00:00:00-05:00,11.596365928649902,3.1474162477004395,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-04-01 00:00:00-05:00,12.395086288452148,3.364200148215332,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-05-01 00:00:00-04:00,12.759642601013184,3.463145841065674,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-06-01 00:00:00-04:00,11.358963966369629,3.0829820277116697,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-07-01 00:00:00-04:00,11.90560245513916,3.231347375248779,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-08-01 00:00:00-04:00,10.16895580291748,2.7599971329963378,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-09-01 00:00:00-04:00,10.265438079833984,2.7861837752470704,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-10-01 00:00:00-04:00,11.444293975830078,3.1061417882646483,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-11-01 00:00:00-05:00,12.648955345153809,3.4331037684328614,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2000-12-01 00:00:00-05:00,14.242227554321289,3.865540177304199,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-01-01 00:00:00-05:00,13.406939506530762,3.638831293736572,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-02-01 00:00:00-05:00,12.713486671447754,3.4506184748601076,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-03-01 00:00:00-05:00,11.351551055908203,3.080970059913086,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-04-01 00:00:00-05:00,12.905550003051758,3.5027471550170897,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-05-01 00:00:00-04:00,11.739739418029785,3.1863298222409666,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-06-01 00:00:00-04:00,11.893715858459473,3.228121186307373,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-07-01 00:00:00-04:00,13.258811950683594,3.598627398923828,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-08-01 00:00:00-04:00,13.644414901733398,3.703285444449707,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-09-01 00:00:00-04:00,11.887103080749512,3.226326385752197,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-10-01 00:00:00-04:00,11.759658813476562,3.1917362253554686,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-11-01 00:00:00-05:00,12.713400840759277,3.450595179208252,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2001-12-01 00:00:00-05:00,13.880146026611328,3.7672661757490236,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-01-01 00:00:00-05:00,14.049063682556152,3.8131127951223145,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-02-01 00:00:00-05:00,15.314338684082031,4.1565261646308596,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-03-01 00:00:00-05:00,14.5538969039917,3.9501316071623536,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-04-01 00:00:00-05:00,14.373382568359375,3.9011374863828125,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-05-01 00:00:00-04:00,15.092693328857422,4.096368508641602,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-06-01 00:00:00-04:00,15.381702423095703,4.174809627569336,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-07-01 00:00:00-04:00,13.558703422546387,3.68002214766626,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-08-01 00:00:00-04:00,14.81712532043457,4.021575488794434,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-09-01 00:00:00-04:00,14.665472030639648,3.980414660371582,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-10-01 00:00:00-04:00,15.041838645935059,4.0825658349172365,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-11-01 00:00:00-05:00,16.58524513244629,4.501467987741699,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
2002-12-01 00:00:00-05:00,14.866744041442871,4.0350427051320805,Deere &amp; Company (John Deere),Industrials,Farm & Heavy Construction Machinery,20.538769,5.5970635,0.12993,0.27745,0.0496,289.674,,Large Cap
