Date,Stock Price,Market Cap (Billion USD),Company
2000-01-01 00:00:00-05:00,1.6496672630310059,0.4728408282680511,Brown &amp; Brown
2000-02-01 00:00:00-05:00,1.5865660905838013,0.45475426541185376,Brown &amp; Brown
2000-03-01 00:00:00-05:00,1.8665004968643188,0.534991304415226,Brown &amp; Brown
2000-04-01 00:00:00-05:00,1.935855507850647,0.5548703925042152,Brown &amp; Brown
2000-05-01 00:00:00-04:00,2.249451160430908,0.6447556872119904,Brown &amp; Brown
2000-06-01 00:00:00-04:00,2.5168230533599854,0.7213919581384659,Brown &amp; Brown
2000-07-01 00:00:00-04:00,2.3232226371765137,0.6659006580486297,Brown &amp; Brown
2000-08-01 00:00:00-04:00,2.5833756923675537,0.7404678079519272,Brown &amp; Brown
2000-09-01 00:00:00-04:00,3.0875470638275146,0.8849774398107528,Brown &amp; Brown
2000-10-01 00:00:00-04:00,3.154270887374878,0.9041023559064865,Brown &amp; Brown
2000-11-01 00:00:00-05:00,3.069350004196167,0.879761653002739,Brown &amp; Brown
2000-12-01 00:00:00-05:00,3.4044463634490967,0.9758096522626877,Brown &amp; Brown
2001-01-01 00:00:00-05:00,3.3509485721588135,0.9604756873407364,Brown &amp; Brown
2001-02-01 00:00:00-05:00,3.7935242652893066,1.0873302731113434,Brown &amp; Brown
2001-03-01 00:00:00-05:00,3.3193540573120117,0.9514198147392273,Brown &amp; Brown
2001-04-01 00:00:00-05:00,4.1333489418029785,1.1847335404911041,Brown &amp; Brown
2001-05-01 00:00:00-04:00,3.9871232509613037,1.1428211631765366,Brown &amp; Brown
2001-06-01 00:00:00-04:00,4.100498676300049,1.1753177345905303,Brown &amp; Brown
2001-07-01 00:00:00-04:00,4.721579551696777,1.353336903743744,Brown &amp; Brown
2001-08-01 00:00:00-04:00,4.319243907928467,1.2380162428417205,Brown &amp; Brown
2001-09-01 00:00:00-04:00,5.095679759979248,1.460564498243332,Brown &amp; Brown
2001-10-01 00:00:00-04:00,5.614051342010498,1.609144308057785,Brown &amp; Brown
2001-11-01 00:00:00-05:00,5.696209907531738,1.632693253376007,Brown &amp; Brown
2001-12-01 00:00:00-05:00,5.348823070526123,1.5331224590587615,Brown &amp; Brown
2002-01-01 00:00:00-05:00,6.808484077453613,1.9515021741523744,Brown &amp; Brown
2002-02-01 00:00:00-05:00,6.851588726043701,1.963857173368454,Brown &amp; Brown
2002-03-01 00:00:00-05:00,6.160632610321045,1.7658098038311005,Brown &amp; Brown
2002-04-01 00:00:00-05:00,6.513790607452393,1.8670347742328643,Brown &amp; Brown
2002-05-01 00:00:00-04:00,6.994480133056641,2.004813851577759,Brown &amp; Brown
2002-06-01 00:00:00-04:00,6.188572406768799,1.7738181318073272,Brown &amp; Brown
2002-07-01 00:00:00-04:00,5.652230262756348,1.6200874557533265,Brown &amp; Brown
2002-08-01 00:00:00-04:00,5.746531963348389,1.647116963590622,Brown &amp; Brown
2002-09-01 00:00:00-04:00,5.904233932495117,1.6923187636032104,Brown &amp; Brown
2002-10-01 00:00:00-04:00,5.982956409454346,1.7148828297290801,Brown &amp; Brown
2002-11-01 00:00:00-05:00,6.774123668670654,1.9416535189037323,Brown &amp; Brown
2002-12-01 00:00:00-05:00,6.373251914978027,1.8267524498863221,Brown &amp; Brown
2003-01-01 00:00:00-05:00,5.872383117675781,1.6831894282531739,Brown &amp; Brown
2003-02-01 00:00:00-05:00,5.683079719543457,1.628929773853302,Brown &amp; Brown
2003-03-01 00:00:00-05:00,6.186135292053223,1.773119586490631,Brown &amp; Brown
2003-04-01 00:00:00-05:00,7.067331790924072,2.025695176568985,Brown &amp; Brown
2003-05-01 00:00:00-04:00,7.004104137420654,2.0075723607006073,Brown &amp; Brown
2003-06-01 00:00:00-04:00,6.431765079498291,1.8435239612064362,Brown &amp; Brown
2003-07-01 00:00:00-04:00,6.134915351867676,1.7584385174751282,Brown &amp; Brown
2003-08-01 00:00:00-04:00,6.134915351867676,1.7584385174751282,Brown &amp; Brown
2003-09-01 00:00:00-04:00,6.1029815673828125,1.7492854006958007,Brown &amp; Brown
2003-10-01 00:00:00-04:00,6.03754997253418,1.7305308735275269,Brown &amp; Brown
2003-11-01 00:00:00-05:00,6.235825538635254,1.7873622024879456,Brown &amp; Brown
2003-12-01 00:00:00-05:00,6.4807257652282715,1.857557464635849,Brown &amp; Brown
2004-01-01 00:00:00-05:00,6.888131618499756,1.974331389547348,Brown &amp; Brown
2004-02-01 00:00:00-05:00,7.333295822143555,2.101927914909363,Brown &amp; Brown
2004-03-01 00:00:00-05:00,7.718535900115967,2.2123485079784393,Brown &amp; Brown
2004-04-01 00:00:00-05:00,7.768312931060791,2.2266159988040926,Brown &amp; Brown
2004-05-01 00:00:00-04:00,7.9614787101745605,2.281982719739914,Brown &amp; Brown
2004-06-01 00:00:00-04:00,8.597991943359375,2.464425234741211,Brown &amp; Brown
2004-07-01 00:00:00-04:00,8.482290267944336,2.431261894920349,Brown &amp; Brown
2004-08-01 00:00:00-04:00,8.957075119018555,2.56734852721405,Brown &amp; Brown
2004-09-01 00:00:00-04:00,9.131694793701172,2.6173994153289795,Brown &amp; Brown
2004-10-01 00:00:00-04:00,8.344413757324219,2.391742626434326,Brown &amp; Brown
2004-11-01 00:00:00-05:00,8.102629661560059,2.3224405346336363,Brown &amp; Brown
2004-12-01 00:00:00-05:00,8.718791961669922,2.4990499023895265,Brown &amp; Brown
2005-01-01 00:00:00-05:00,8.660727500915527,2.482407002132416,Brown &amp; Brown
2005-02-01 00:00:00-05:00,9.306816101074219,2.6675940854187012,Brown &amp; Brown
2005-03-01 00:00:00-05:00,9.244641304016113,2.6497730476875305,Brown &amp; Brown
2005-04-01 00:00:00-05:00,8.775288581848145,2.51524341563797,Brown &amp; Brown
2005-05-01 00:00:00-04:00,8.937755584716797,2.561811007736206,Brown &amp; Brown
2005-06-01 00:00:00-04:00,9.030233383178711,2.5883177341537476,Brown &amp; Brown
2005-07-01 00:00:00-04:00,8.70471477508545,2.4950149865531923,Brown &amp; Brown
2005-08-01 00:00:00-04:00,9.538615226745605,2.7340342052116395,Brown &amp; Brown
2005-09-01 00:00:00-04:00,10.003173828125,2.8671897080078126,Brown &amp; Brown
2005-10-01 00:00:00-04:00,10.937260627746582,3.1349251392097472,Brown &amp; Brown
2005-11-01 00:00:00-05:00,11.770730018615723,3.3738208037757875,Brown &amp; Brown
2005-12-01 00:00:00-05:00,12.319330215454102,3.531064980995178,Brown &amp; Brown
2006-01-01 00:00:00-05:00,11.589208602905273,3.3217916834335326,Brown &amp; Brown
2006-02-01 00:00:00-05:00,12.613801002502441,3.61546855374527,Brown &amp; Brown
2006-03-01 00:00:00-05:00,13.416015625,3.8454057265625,Brown &amp; Brown
2006-04-01 00:00:00-05:00,12.619948387145996,3.6172305663108824,Brown &amp; Brown
2006-05-01 00:00:00-04:00,12.312829971313477,3.529201829017639,Brown &amp; Brown
2006-06-01 00:00:00-04:00,11.826502799987793,3.389806844554901,Brown &amp; Brown
2006-07-01 00:00:00-04:00,12.704789161682129,3.641548307834625,Brown &amp; Brown
2006-08-01 00:00:00-04:00,12.117916107177734,3.4733340579681395,Brown &amp; Brown
2006-09-01 00:00:00-04:00,12.38868522644043,3.5509440690841676,Brown &amp; Brown
2006-10-01 00:00:00-04:00,11.861675262451172,3.3998882571258546,Brown &amp; Brown
2006-11-01 00:00:00-05:00,11.756275177001953,3.3696776414337157,Brown &amp; Brown
2006-12-01 00:00:00-05:00,11.459745407104492,3.2846839065475466,Brown &amp; Brown
2007-01-01 00:00:00-05:00,11.50442886352539,3.2974914362945555,Brown &amp; Brown
2007-02-01 00:00:00-05:00,11.4353666305542,3.277696266582489,Brown &amp; Brown
2007-03-01 00:00:00-05:00,11.011503219604492,3.1562051448287964,Brown &amp; Brown
2007-04-01 00:00:00-04:00,10.482307434082031,3.0045228152160646,Brown &amp; Brown
2007-05-01 00:00:00-04:00,10.608499526977539,3.040693002418518,Brown &amp; Brown
2007-06-01 00:00:00-04:00,10.257287979125977,2.9400259388809205,Brown &amp; Brown
2007-07-01 00:00:00-04:00,10.485774040222168,3.0055164416007996,Brown &amp; Brown
2007-08-01 00:00:00-04:00,10.983542442321777,3.1481908031578065,Brown &amp; Brown
2007-09-01 00:00:00-04:00,10.756081581115723,3.0829941514320374,Brown &amp; Brown
2007-10-01 00:00:00-04:00,10.302117347717285,2.95287529114151,Brown &amp; Brown
2007-11-01 00:00:00-04:00,10.060826301574707,2.883714521167755,Brown &amp; Brown
2007-12-01 00:00:00-05:00,9.638160705566406,2.7625667267150877,Brown &amp; Brown
2008-01-01 00:00:00-05:00,9.232131958007812,2.6461875188598634,Brown &amp; Brown
2008-02-01 00:00:00-05:00,7.312704086303711,2.09602574684906,Brown &amp; Brown
2008-03-01 00:00:00-05:00,7.149712562561035,2.0493078123817443,Brown &amp; Brown
2008-04-01 00:00:00-04:00,7.898420333862305,2.263908423454285,Brown &amp; Brown
2008-05-01 00:00:00-04:00,8.009488105773926,2.295743556781769,Brown &amp; Brown
2008-06-01 00:00:00-04:00,7.179924964904785,2.057967532840729,Brown &amp; Brown
2008-07-01 00:00:00-04:00,7.254239082336426,2.079268039691925,Brown &amp; Brown
2008-08-01 00:00:00-04:00,8.389649391174316,2.404708425693512,Brown &amp; Brown
2008-09-01 00:00:00-04:00,8.962470054626465,2.5688948668174745,Brown &amp; Brown
2008-10-01 00:00:00-04:00,8.5064697265625,2.4381924047851564,Brown &amp; Brown
2008-11-01 00:00:00-04:00,8.2494535446167,2.364524370586395,Brown &amp; Brown
2008-12-01 00:00:00-05:00,8.69577407836914,2.49245233253479,Brown &amp; Brown
2009-01-01 00:00:00-05:00,7.959340572357178,2.2813698695735933,Brown &amp; Brown
2009-02-01 00:00:00-05:00,7.019033432006836,2.0118515145492553,Brown &amp; Brown
2009-03-01 00:00:00-05:00,7.898776054382324,2.264010382915497,Brown &amp; Brown
2009-04-01 00:00:00-04:00,8.128508567810059,2.3298581537742615,Brown &amp; Brown
2009-05-01 00:00:00-04:00,8.053322792053223,2.308307805240631,Brown &amp; Brown
2009-06-01 00:00:00-04:00,8.35791015625,2.395611072265625,Brown &amp; Brown
2009-07-01 00:00:00-04:00,8.043381690979004,2.3054584073219297,Brown &amp; Brown
2009-08-01 00:00:00-04:00,8.332748413085938,2.388399012145996,Brown &amp; Brown
2009-09-01 00:00:00-04:00,8.065674781799316,2.3118482313575743,Brown &amp; Brown
2009-10-01 00:00:00-04:00,7.73311185836792,2.21652638574028,Brown &amp; Brown
2009-11-01 00:00:00-04:00,7.514214515686035,2.153784278202057,Brown &amp; Brown
2009-12-01 00:00:00-05:00,7.596983909606934,2.1775083040428163,Brown &amp; Brown
2010-01-01 00:00:00-05:00,7.4405670166015625,2.1326748428344726,Brown &amp; Brown
2010-02-01 00:00:00-05:00,7.09390115737915,2.033310700937271,Brown &amp; Brown
2010-03-01 00:00:00-05:00,7.609574317932129,2.1811170676002503,Brown &amp; Brown
2010-04-01 00:00:00-04:00,8.552274703979492,2.451321393852234,Brown &amp; Brown
2010-05-01 00:00:00-04:00,8.322965621948242,2.385594990287781,Brown &amp; Brown
2010-06-01 00:00:00-04:00,8.159231185913086,2.338664116355896,Brown &amp; Brown
2010-07-01 00:00:00-04:00,8.534375190734863,2.4461908921699522,Brown &amp; Brown
2010-08-01 00:00:00-04:00,8.116605758666992,2.3264464753952026,Brown &amp; Brown
2010-09-01 00:00:00-04:00,8.640508651733398,2.4766117138290404,Brown &amp; Brown
2010-10-01 00:00:00-04:00,9.539224624633789,2.7342088757095335,Brown &amp; Brown
2010-11-01 00:00:00-04:00,9.787436485290527,2.8053533449058534,Brown &amp; Brown
2010-12-01 00:00:00-05:00,10.282258987426758,2.9471833290481566,Brown &amp; Brown
2011-01-01 00:00:00-05:00,10.634448051452637,3.0481305760917663,Brown &amp; Brown
2011-02-01 00:00:00-05:00,11.263644218444824,3.228475815044403,Brown &amp; Brown
2011-03-01 00:00:00-05:00,11.117135047912598,3.186482184513092,Brown &amp; Brown
2011-04-01 00:00:00-04:00,11.138686180114746,3.1926593424339296,Brown &amp; Brown
2011-05-01 00:00:00-04:00,11.371368408203125,3.2593525841064452,Brown &amp; Brown
2011-06-01 00:00:00-04:00,11.091133117675781,3.179029303253174,Brown &amp; Brown
2011-07-01 00:00:00-04:00,9.427032470703125,2.7020514630126953,Brown &amp; Brown
2011-08-01 00:00:00-04:00,9.081249237060547,2.6029403063201904,Brown &amp; Brown
2011-09-01 00:00:00-04:00,7.724373817443848,2.214021818546295,Brown &amp; Brown
2011-10-01 00:00:00-04:00,9.581703186035156,2.746384420806885,Brown &amp; Brown
2011-11-01 00:00:00-04:00,9.086392402648926,2.6044144815864563,Brown &amp; Brown
2011-12-01 00:00:00-05:00,9.857386589050293,2.8254030032463073,Brown &amp; Brown
2012-01-01 00:00:00-05:00,9.922724723815918,2.8441307421379087,Brown &amp; Brown
2012-02-01 00:00:00-05:00,10.33092212677002,2.961131547351837,Brown &amp; Brown
2012-03-01 00:00:00-05:00,10.396503448486328,2.979928990432739,Brown &amp; Brown
2012-04-01 00:00:00-04:00,11.791155815124512,3.3796754089775085,Brown &amp; Brown
2012-05-01 00:00:00-04:00,11.192197799682617,3.207997270927429,Brown &amp; Brown
2012-06-01 00:00:00-04:00,11.959732055664062,3.4279940796508788,Brown &amp; Brown
2012-07-01 00:00:00-04:00,11.069439888000488,3.172811416217804,Brown &amp; Brown
2012-08-01 00:00:00-04:00,11.508004188537598,3.2985162245521544,Brown &amp; Brown
2012-09-01 00:00:00-04:00,11.471657752990723,3.288098318424225,Brown &amp; Brown
2012-10-01 00:00:00-04:00,11.242839813232422,3.2225126899871825,Brown &amp; Brown
2012-11-01 00:00:00-04:00,11.810481071472168,3.3852145685539248,Brown &amp; Brown
2012-12-01 00:00:00-05:00,11.242690086364746,3.2224697740745545,Brown &amp; Brown
2013-01-01 00:00:00-05:00,12.072859764099121,3.4604196484642027,Brown &amp; Brown
2013-02-01 00:00:00-05:00,13.291563034057617,3.8097341293258666,Brown &amp; Brown
2013-03-01 00:00:00-05:00,14.195389747619629,4.068796172580719,Brown &amp; Brown
2013-04-01 00:00:00-04:00,13.730184555053711,3.935455338645935,Brown &amp; Brown
2013-05-01 00:00:00-04:00,14.33967399597168,4.110152078117371,Brown &amp; Brown
2013-06-01 00:00:00-04:00,14.326346397399902,4.1063320151939395,Brown &amp; Brown
2013-07-01 00:00:00-04:00,14.65961742401123,4.201856823009491,Brown &amp; Brown
2013-08-01 00:00:00-04:00,13.837543487548828,3.9662274147491456,Brown &amp; Brown
2013-09-01 00:00:00-04:00,14.302306175231934,4.099441414394379,Brown &amp; Brown
2013-10-01 00:00:00-04:00,14.2265625,4.07773115625,Brown &amp; Brown
2013-11-01 00:00:00-04:00,14.131682395935059,4.050535861782074,Brown &amp; Brown
2013-12-01 00:00:00-05:00,14.028891563415527,4.021073131038666,Brown &amp; Brown
2014-01-01 00:00:00-05:00,14.073585510253906,4.033883667633057,Brown &amp; Brown
2014-02-01 00:00:00-05:00,13.452363014221191,3.8558239060401918,Brown &amp; Brown
2014-03-01 00:00:00-05:00,13.791125297546387,3.952922661785126,Brown &amp; Brown
2014-04-01 00:00:00-04:00,13.351744651794434,3.826983866054535,Brown &amp; Brown
2014-05-01 00:00:00-04:00,13.535571098327637,3.879673672771454,Brown &amp; Brown
2014-06-01 00:00:00-04:00,13.815080642700195,3.9597889344558714,Brown &amp; Brown
2014-07-01 00:00:00-04:00,13.84657096862793,3.9688149435958864,Brown &amp; Brown
2014-08-01 00:00:00-04:00,14.674304008483887,4.20606640934372,Brown &amp; Brown
2014-09-01 00:00:00-04:00,14.510747909545898,4.159186651817322,Brown &amp; Brown
2014-10-01 00:00:00-04:00,14.37985610961914,4.121669396987915,Brown &amp; Brown
2014-11-01 00:00:00-04:00,14.58362102508545,4.180074127178192,Brown &amp; Brown
2014-12-01 00:00:00-05:00,14.905184745788574,4.272243293315888,Brown &amp; Brown
2015-01-01 00:00:00-05:00,13.972193717956543,4.004821940990448,Brown &amp; Brown
2015-02-01 00:00:00-05:00,14.556445121765137,4.172284752361298,Brown &amp; Brown
2015-03-01 00:00:00-05:00,15.049426078796387,4.31358689811325,Brown &amp; Brown
2015-04-01 00:00:00-04:00,14.522175788879395,4.162462202014923,Brown &amp; Brown
2015-05-01 00:00:00-04:00,14.772504806518555,4.2342135076828,Brown &amp; Brown
2015-06-01 00:00:00-04:00,14.98686408996582,4.295654880378724,Brown &amp; Brown
2015-07-01 00:00:00-04:00,15.255949974060059,4.372782429164887,Brown &amp; Brown
2015-08-01 00:00:00-04:00,14.621999740600586,4.191074541648865,Brown &amp; Brown
2015-09-01 00:00:00-04:00,14.171236038208008,4.061873043159485,Brown &amp; Brown
2015-10-01 00:00:00-04:00,14.766090393066406,4.232374957183838,Brown &amp; Brown
2015-11-01 00:00:00-04:00,14.85303020477295,4.257294341533661,Brown &amp; Brown
2015-12-01 00:00:00-05:00,14.744501113891602,4.226186865272522,Brown &amp; Brown
2016-01-01 00:00:00-05:00,13.89474105834961,3.982621840072632,Brown &amp; Brown
2016-02-01 00:00:00-05:00,14.840962409973145,4.253835373645782,Brown &amp; Brown
2016-03-01 00:00:00-05:00,16.511157989501953,4.732560192214966,Brown &amp; Brown
2016-04-01 00:00:00-04:00,16.192928314208984,4.6413466568450925,Brown &amp; Brown
2016-05-01 00:00:00-04:00,16.63107681274414,4.766932284683228,Brown &amp; Brown
2016-06-01 00:00:00-04:00,17.341991424560547,4.970700318038941,Brown &amp; Brown
2016-07-01 00:00:00-04:00,16.967100143432617,4.863245979911804,Brown &amp; Brown
2016-08-01 00:00:00-04:00,17.341991424560547,4.970700318038941,Brown &amp; Brown
2016-09-01 00:00:00-04:00,17.5120792388916,5.019452248085022,Brown &amp; Brown
2016-10-01 00:00:00-04:00,17.11734962463379,4.9063116882095335,Brown &amp; Brown
2016-11-01 00:00:00-04:00,20.205801010131836,5.791548331932068,Brown &amp; Brown
2016-12-01 00:00:00-05:00,20.909624099731445,5.993283736457824,Brown &amp; Brown
2017-01-01 00:00:00-05:00,19.63714599609375,5.628555882568359,Brown &amp; Brown
2017-02-01 00:00:00-05:00,20.089271545410156,5.758147724517822,Brown &amp; Brown
2017-03-01 00:00:00-05:00,19.5085506439209,5.591696853965759,Brown &amp; Brown
2017-04-01 00:00:00-04:00,20.060335159301758,5.749853746040344,Brown &amp; Brown
2017-05-01 00:00:00-04:00,20.308164596557617,5.820888601982117,Brown &amp; Brown
2017-06-01 00:00:00-04:00,20.203523635864258,5.7908955727005,Brown &amp; Brown
2017-07-01 00:00:00-04:00,20.921226501464844,5.996609309661865,Brown &amp; Brown
2017-08-01 00:00:00-04:00,21.0900936126709,6.045011352012634,Brown &amp; Brown
2017-09-01 00:00:00-04:00,22.67471694946289,6.499208769790649,Brown &amp; Brown
2017-10-01 00:00:00-04:00,23.451082229614258,6.721736797309876,Brown &amp; Brown
2017-11-01 00:00:00-04:00,24.18825912475586,6.933032336410522,Brown &amp; Brown
2017-12-01 00:00:00-05:00,24.287368774414062,6.961439937072754,Brown &amp; Brown
2018-01-01 00:00:00-05:00,24.768774032592773,7.099424163414001,Brown &amp; Brown
2018-02-01 00:00:00-05:00,24.844289779663086,7.121069090965271,Brown &amp; Brown
2018-03-01 00:00:00-05:00,24.082462310791016,6.902708007217408,Brown &amp; Brown
2018-04-01 00:00:00-04:00,25.77694320678711,7.388393677474975,Brown &amp; Brown
2018-05-01 00:00:00-04:00,26.29759407043457,7.53762679322052,Brown &amp; Brown
2018-06-01 00:00:00-04:00,26.321975708007812,7.544615253234864,Brown &amp; Brown
2018-07-01 00:00:00-04:00,27.774288177490234,7.960888671737671,Brown &amp; Brown
2018-08-01 00:00:00-04:00,28.932334899902344,8.292817287689209,Brown &amp; Brown
2018-09-01 00:00:00-04:00,28.14023208618164,8.065778442398072,Brown &amp; Brown
2018-10-01 00:00:00-04:00,26.817441940307617,7.686629748466491,Brown &amp; Brown
2018-11-01 00:00:00-04:00,27.697086334228516,7.938760461807251,Brown &amp; Brown
2018-12-01 00:00:00-05:00,26.303638458251953,7.539359284011841,Brown &amp; Brown
