Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2000-01-01 00:00:00+05:30,42.68965148925781,51.20794318135547,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2004-10-01 00:00:00+05:30,44.13557434082031,52.94238543244922,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2004-11-01 00:00:00+05:30,48.586341857910156,58.28125895747461,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2004-12-01 00:00:00+05:30,54.12872314453125,64.92956682867188,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-01-01 00:00:00+05:30,53.59779357910156,64.29269559474609,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-02-01 00:00:00+05:30,53.31000900268555,63.94748649316113,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-03-01 00:00:00+05:30,49.3107795715332,59.150250949291994,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-04-01 00:00:00+05:30,43.95198440551758,52.722161967331054,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-05-01 00:00:00+05:30,50.724891662597656,60.84653492175586,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-06-01 00:00:00+05:30,55.349327087402344,66.39373004324415,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-07-01 00:00:00+05:30,69.1988525390625,83.00678936034375,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-08-01 00:00:00+05:30,73.25144958496094,87.86804149109766,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-09-01 00:00:00+05:30,76.68447875976562,91.98609719758593,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-10-01 00:00:00+05:30,72.92642974853516,87.4781672069121,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-11-01 00:00:00+05:30,92.52922058105469,110.99249829486328,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2005-12-01 00:00:00+05:30,103.92523193359375,124.66246938801562,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-01-01 00:00:00+05:30,113.43206024169922,136.06628991250196,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-02-01 00:00:00+05:30,119.50588989257812,143.3520913375547,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-03-01 00:00:00+05:30,127.37747192382812,152.7943685954297,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-04-01 00:00:00+05:30,128.2509765625,153.84217232175,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-05-01 00:00:00+05:30,124.09681701660156,148.8590919129961,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-06-01 00:00:00+05:30,126.31101989746094,151.51511676584767,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-07-01 00:00:00+05:30,121.9652099609375,146.30214405365626,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-08-01 00:00:00+05:30,133.5706024169922,160.22327614901954,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-09-01 00:00:00+05:30,140.56687927246094,168.61558986434767,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-10-01 00:00:00+05:30,161.6177978515625,193.86700806309375,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-11-01 00:00:00+05:30,169.7198944091797,203.5857967085508,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2006-12-01 00:00:00+05:30,187.76358032226562,225.22991913133595,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-01-01 00:00:00+05:30,186.2444305419922,223.40763825251952,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-02-01 00:00:00+05:30,167.69436645507812,201.1560949713047,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-03-01 00:00:00+05:30,161.29747009277344,193.4827621135664,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-04-01 00:00:00+05:30,162.29678344726562,194.68147842283594,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-05-01 00:00:00+05:30,158.07086181640625,189.61231652498438,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-06-01 00:00:00+05:30,150.91282653808594,181.02596711628516,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-07-01 00:00:00+05:30,152.09190368652344,182.4403172811914,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-08-01 00:00:00+05:30,148.5655517578125,178.21031720146874,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-09-01 00:00:00+05:30,157.77618408203125,189.25883880492188,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-10-01 00:00:00+05:30,158.29022216796875,189.87544803407812,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-11-01 00:00:00+05:30,153.06597900390625,183.60875955623436,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2007-12-01 00:00:00+05:30,180.84466552734375,216.93040429964063,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-01-01 00:00:00+05:30,139.4913330078125,167.32542913246874,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-02-01 00:00:00+05:30,145.13519287109375,174.09546461226563,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-03-01 00:00:00+05:30,146.24720764160156,175.4293707744961,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-04-01 00:00:00+05:30,140.6138153076172,168.67189151445703,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-05-01 00:00:00+05:30,123.8186264038086,148.52539115422852,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-06-01 00:00:00+05:30,102.50208282470703,122.95534515148242,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-07-01 00:00:00+05:30,109.67752838134766,131.56257888488085,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-08-01 00:00:00+05:30,124.43506622314453,149.26483535538867,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-09-01 00:00:00+05:30,109.56478118896484,131.42733412133788,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-10-01 00:00:00+05:30,80.53388214111328,96.6036104064668,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-11-01 00:00:00+05:30,60.384273529052734,72.43334953674317,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2008-12-01 00:00:00+05:30,59.029510498046875,70.80825713388282,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-01-01 00:00:00+05:30,64.99694061279297,77.96642806276758,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-02-01 00:00:00+05:30,67.02913665771484,80.40412844146289,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-03-01 00:00:00+05:30,82.50153350830078,98.96388686449805,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-04-01 00:00:00+05:30,104.93060302734375,125.86845219764062,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-05-01 00:00:00+05:30,143.84275817871094,172.54513754272264,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-06-01 00:00:00+05:30,148.64898681640625,178.31040088898436,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-07-01 00:00:00+05:30,184.7333221435547,221.5950033326133,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-08-01 00:00:00+05:30,188.27578735351562,225.84433193721094,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-09-01 00:00:00+05:30,192.5376739501953,230.95663524901173,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-10-01 00:00:00+05:30,200.9851531982422,241.08972423589452,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-11-01 00:00:00+05:30,224.39837646484375,269.1748213238906,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2009-12-01 00:00:00+05:30,235.6253662109375,282.64204424465623,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-01-01 00:00:00+05:30,221.82598876953125,266.08913947017186,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-02-01 00:00:00+05:30,219.6895751953125,263.52642599971875,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-03-01 00:00:00+05:30,236.02870178222656,283.1258613829336,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-04-01 00:00:00+05:30,229.4014892578125,275.17625508346873,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-05-01 00:00:00+05:30,249.69729614257812,299.52188662455467,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-06-01 00:00:00+05:30,273.5246887207031,328.1037963552422,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-07-01 00:00:00+05:30,288.41412353515625,345.96426851610937,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-08-01 00:00:00+05:30,273.57135009765625,328.15976854185936,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-09-01 00:00:00+05:30,301.8582763671875,362.09106717403125,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-10-01 00:00:00+05:30,320.27972412109375,384.1883300232656,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-11-01 00:00:00+05:30,334.07391357421875,400.7350115984531,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2010-12-01 00:00:00+05:30,339.70513916015625,407.48989175760937,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-01-01 00:00:00+05:30,311.39642333984375,373.5324556883906,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-02-01 00:00:00+05:30,268.79132080078125,322.42593235204686,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-03-01 00:00:00+05:30,305.7215270996094,366.72519083397657,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-04-01 00:00:00+05:30,330.1888732910156,396.0747505014609,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-05-01 00:00:00+05:30,293.3896484375,351.93260949825,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-06-01 00:00:00+05:30,306.39813232421875,367.5368058434531,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-07-01 00:00:00+05:30,314.6266784667969,377.40727582000784,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-08-01 00:00:00+05:30,327.00238037109375,392.2524248862656,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
2011-09-01 00:00:00+05:30,356.5063171386719,427.6435762523203,Mahindra &amp; Mahindra,Consumer Cyclical,Auto Manufacturers,26.454702,4.633107,0.08071,,,145.663,,Mega Cap
