Date,Stock Price,Market Cap (Billion USD),Company
2000-01-01 00:00:00-05:00,13.33199405670166,3.6184900482175295,Deere &amp; Company (John Deere)
2000-02-01 00:00:00-05:00,10.909733772277832,2.9610546566247558,Deere &amp; Company (John Deere)
2000-03-01 00:00:00-05:00,11.59636116027832,3.1474149534975586,Deere &amp; Company (John Deere)
2000-04-01 00:00:00-05:00,12.395082473754883,3.3641991128530275,Deere &amp; Company (John Deere)
2000-05-01 00:00:00-04:00,12.759638786315918,3.463144805703369,Deere &amp; Company (John Deere)
2000-06-01 00:00:00-04:00,11.358963012695312,3.0829817688710937,Deere &amp; Company (John Deere)
2000-07-01 00:00:00-04:00,11.905590057373047,3.231344010321289,Deere &amp; Company (John Deere)
2000-08-01 00:00:00-04:00,10.168962478637695,2.7599989448803712,Deere &amp; Company (John Deere)
2000-09-01 00:00:00-04:00,10.265436172485352,2.786183257565918,Deere &amp; Company (John Deere)
2000-10-01 00:00:00-04:00,11.444293975830078,3.1061417882646483,Deere &amp; Company (John Deere)
2000-11-01 00:00:00-05:00,12.648959159851074,3.433104803795166,Deere &amp; Company (John Deere)
2000-12-01 00:00:00-05:00,14.242218017578125,3.8655375888984373,Deere &amp; Company (John Deere)
2001-01-01 00:00:00-05:00,13.406950950622559,3.6388343998234864,Deere &amp; Company (John Deere)
2001-02-01 00:00:00-05:00,12.713485717773438,3.450618216019531,Deere &amp; Company (John Deere)
2001-03-01 00:00:00-05:00,11.351545333862305,3.080968506869629,Deere &amp; Company (John Deere)
2001-04-01 00:00:00-05:00,12.905543327331543,3.5027453431330566,Deere &amp; Company (John Deere)
2001-05-01 00:00:00-04:00,11.739747047424316,3.186331892965576,Deere &amp; Company (John Deere)
2001-06-01 00:00:00-04:00,11.893716812133789,3.2281214451479494,Deere &amp; Company (John Deere)
2001-07-01 00:00:00-04:00,13.258811950683594,3.598627398923828,Deere &amp; Company (John Deere)
2001-08-01 00:00:00-04:00,13.644410133361816,3.703284150246826,Deere &amp; Company (John Deere)
2001-09-01 00:00:00-04:00,11.887104034423828,3.2263266445927736,Deere &amp; Company (John Deere)
2001-10-01 00:00:00-04:00,11.759666442871094,3.191738296080078,Deere &amp; Company (John Deere)
2001-11-01 00:00:00-05:00,12.713400840759277,3.450595179208252,Deere &amp; Company (John Deere)
2001-12-01 00:00:00-05:00,13.880151748657227,3.7672677287924805,Deere &amp; Company (John Deere)
2002-01-01 00:00:00-05:00,14.049057960510254,3.8131112420788575,Deere &amp; Company (John Deere)
2002-02-01 00:00:00-05:00,15.314340591430664,4.156526682312012,Deere &amp; Company (John Deere)
2002-03-01 00:00:00-05:00,14.553899765014648,3.950132383684082,Deere &amp; Company (John Deere)
2002-04-01 00:00:00-05:00,14.37337589263916,3.9011356744987795,Deere &amp; Company (John Deere)
2002-05-01 00:00:00-04:00,15.092697143554688,4.096369544003906,Deere &amp; Company (John Deere)
2002-06-01 00:00:00-04:00,15.381698608398438,4.1748085922070315,Deere &amp; Company (John Deere)
2002-07-01 00:00:00-04:00,13.558707237243652,3.6800231830285646,Deere &amp; Company (John Deere)
2002-08-01 00:00:00-04:00,14.817130088806152,4.021576782997315,Deere &amp; Company (John Deere)
2002-09-01 00:00:00-04:00,14.665475845336914,3.9804156957338868,Deere &amp; Company (John Deere)
2002-10-01 00:00:00-04:00,15.041842460632324,4.082566870279541,Deere &amp; Company (John Deere)
2002-11-01 00:00:00-05:00,16.585250854492188,4.501469540785156,Deere &amp; Company (John Deere)
2002-12-01 00:00:00-05:00,14.86673355102539,4.035039857885742,Deere &amp; Company (John Deere)
2003-01-01 00:00:00-05:00,13.747045516967773,3.7311408318950194,Deere &amp; Company (John Deere)
2003-02-01 00:00:00-05:00,13.479923248291016,3.6586401041904297,Deere &amp; Company (John Deere)
2003-03-01 00:00:00-05:00,12.789313316345215,3.471198889071533,Deere &amp; Company (John Deere)
2003-04-01 00:00:00-05:00,14.422470092773438,3.9144605285195313,Deere &amp; Company (John Deere)
2003-05-01 00:00:00-04:00,14.304549217224121,3.882455150116455,Deere &amp; Company (John Deere)
2003-06-01 00:00:00-04:00,14.969498634338379,4.062931741852295,Deere &amp; Company (John Deere)
2003-07-01 00:00:00-04:00,16.71327781677246,4.536217852773926,Deere &amp; Company (John Deere)
2003-08-01 00:00:00-04:00,18.59918975830078,5.0480807866464845,Deere &amp; Company (John Deere)
2003-09-01 00:00:00-04:00,17.545991897583008,4.762228125626465,Deere &amp; Company (John Deere)
2003-10-01 00:00:00-04:00,20.034297943115234,5.4375892624814455,Deere &amp; Company (John Deere)
2003-11-01 00:00:00-05:00,20.23590660095215,5.492308677965332,Deere &amp; Company (John Deere)
2003-12-01 00:00:00-05:00,21.49839210510254,5.834964938788574,Deere &amp; Company (John Deere)
2004-01-01 00:00:00-05:00,20.75969123840332,5.6344711699350585,Deere &amp; Company (John Deere)
2004-02-01 00:00:00-05:00,21.300243377685547,5.781184596915039,Deere &amp; Company (John Deere)
2004-03-01 00:00:00-05:00,22.984891891479492,6.238421815592285,Deere &amp; Company (John Deere)
2004-04-01 00:00:00-05:00,22.656696319580078,6.149344937389649,Deere &amp; Company (John Deere)
2004-05-01 00:00:00-04:00,21.87750244140625,5.937860797671875,Deere &amp; Company (John Deere)
2004-06-01 00:00:00-04:00,23.355985641479492,6.339141860592285,Deere &amp; Company (John Deere)
2004-07-01 00:00:00-04:00,20.999448776245117,5.699544726146972,Deere &amp; Company (John Deere)
2004-08-01 00:00:00-04:00,21.153234481811523,5.741284322098145,Deere &amp; Company (John Deere)
2004-09-01 00:00:00-04:00,21.58119010925293,5.857437477611817,Deere &amp; Company (John Deere)
2004-10-01 00:00:00-04:00,20.0775203704834,5.449320435074707,Deere &amp; Company (John Deere)
2004-11-01 00:00:00-05:00,24.091020584106445,6.538640646270996,Deere &amp; Company (John Deere)
2004-12-01 00:00:00-05:00,24.98775291442871,6.782026369320801,Deere &amp; Company (John Deere)
2005-01-01 00:00:00-05:00,23.406612396240234,6.3528826714189455,Deere &amp; Company (John Deere)
2005-02-01 00:00:00-05:00,23.97298240661621,6.506603430477051,Deere &amp; Company (John Deere)
2005-03-01 00:00:00-05:00,22.631221771240234,6.142430787918945,Deere &amp; Company (John Deere)
2005-04-01 00:00:00-05:00,21.180248260498047,5.748616240258789,Deere &amp; Company (John Deere)
2005-05-01 00:00:00-04:00,22.402843475341797,6.080445717461914,Deere &amp; Company (John Deere)
2005-06-01 00:00:00-04:00,22.1793155670166,6.019777110175293,Deere &amp; Company (John Deere)
2005-07-01 00:00:00-04:00,25.0208797454834,6.791017455574707,Deere &amp; Company (John Deere)
2005-08-01 00:00:00-04:00,22.24758529663086,6.038306471661133,Deere &amp; Company (John Deere)
2005-09-01 00:00:00-04:00,20.825204849243164,5.652252482155761,Deere &amp; Company (John Deere)
2005-10-01 00:00:00-04:00,20.752330780029297,5.632473438368164,Deere &amp; Company (John Deere)
2005-11-01 00:00:00-05:00,23.717435836791992,6.437244509686035,Deere &amp; Company (John Deere)
2005-12-01 00:00:00-05:00,23.29335594177246,6.322143282273926,Deere &amp; Company (John Deere)
2006-01-01 00:00:00-05:00,24.6811580657959,6.698812230168457,Deere &amp; Company (John Deere)
2006-02-01 00:00:00-05:00,26.232330322265625,7.119822121804687,Deere &amp; Company (John Deere)
2006-03-01 00:00:00-05:00,27.188495635986328,7.3793387895615234,Deere &amp; Company (John Deere)
2006-04-01 00:00:00-05:00,30.341062545776367,8.234989635256348,Deere &amp; Company (John Deere)
2006-05-01 00:00:00-04:00,29.58755111694336,8.030476072254883,Deere &amp; Company (John Deere)
2006-06-01 00:00:00-04:00,28.85824203491211,7.832531365395508,Deere &amp; Company (John Deere)
2006-07-01 00:00:00-04:00,25.206798553466797,6.841478425899414,Deere &amp; Company (John Deere)
2006-08-01 00:00:00-04:00,27.127628326416016,7.36281854862793,Deere &amp; Company (John Deere)
2006-09-01 00:00:00-04:00,29.14569091796875,7.910549021140625,Deere &amp; Company (John Deere)
2006-10-01 00:00:00-04:00,29.70937156677246,8.063539849773926,Deere &amp; Company (John Deere)
2006-11-01 00:00:00-05:00,33.50286865234375,9.093148128453125,Deere &amp; Company (John Deere)
2006-12-01 00:00:00-05:00,33.17831039428711,9.005058468208007,Deere &amp; Company (John Deere)
2007-01-01 00:00:00-05:00,35.15818786621094,9.542424964050781,Deere &amp; Company (John Deere)
2007-02-01 00:00:00-05:00,37.966495513916016,10.30463902087793,Deere &amp; Company (John Deere)
2007-03-01 00:00:00-05:00,38.08919906616211,10.337942484770508,Deere &amp; Company (John Deere)
2007-04-01 00:00:00-04:00,38.511653900146484,10.45260264784082,Deere &amp; Company (John Deere)
2007-05-01 00:00:00-04:00,42.40857696533203,11.51028218700586,Deere &amp; Company (John Deere)
2007-06-01 00:00:00-04:00,42.503631591796875,11.536081344914063,Deere &amp; Company (John Deere)
2007-07-01 00:00:00-04:00,42.546234130859375,11.547644271132812,Deere &amp; Company (John Deere)
2007-08-01 00:00:00-04:00,48.07209396362305,13.047440080196289,Deere &amp; Company (John Deere)
2007-09-01 00:00:00-04:00,52.43906784057617,14.232697997907227,Deere &amp; Company (John Deere)
2007-10-01 00:00:00-04:00,54.921714782714844,14.906523174783203,Deere &amp; Company (John Deere)
2007-11-01 00:00:00-04:00,60.913795471191406,16.53285785863867,Deere &amp; Company (John Deere)
2007-12-01 00:00:00-05:00,66.03367614746094,17.922465234425783,Deere &amp; Company (John Deere)
2008-01-01 00:00:00-05:00,62.25890350341797,16.897939031619142,Deere &amp; Company (John Deere)
2008-02-01 00:00:00-05:00,60.587955474853516,16.44442031665918,Deere &amp; Company (John Deere)
2008-03-01 00:00:00-05:00,57.19629669189453,15.523876585474609,Deere &amp; Company (John Deere)
2008-04-01 00:00:00-04:00,59.96286392211914,16.27476170796387,Deere &amp; Company (John Deere)
2008-05-01 00:00:00-04:00,58.01569747924805,15.746273443883789,Deere &amp; Company (John Deere)
2008-06-01 00:00:00-04:00,51.4466667175293,13.963346423618164,Deere &amp; Company (John Deere)
2008-07-01 00:00:00-04:00,50.232791900634766,13.633883784643555,Deere &amp; Company (John Deere)
2008-08-01 00:00:00-04:00,50.526329040527344,13.713553878626954,Deere &amp; Company (John Deere)
2008-09-01 00:00:00-04:00,35.44074630737305,9.61911528532129,Deere &amp; Company (John Deere)
2008-10-01 00:00:00-04:00,27.742462158203125,7.529693068085938,Deere &amp; Company (John Deere)
2008-11-01 00:00:00-04:00,25.044496536254883,6.7974273836030275,Deere &amp; Company (John Deere)
2008-12-01 00:00:00-05:00,27.569787979125977,7.482826875683106,Deere &amp; Company (John Deere)
2009-01-01 00:00:00-05:00,25.1773738861084,6.833492158762207,Deere &amp; Company (John Deere)
2009-02-01 00:00:00-05:00,19.923023223876953,5.407387744053711,Deere &amp; Company (John Deere)
2009-03-01 00:00:00-05:00,23.82210350036621,6.465652780602051,Deere &amp; Company (John Deere)
2009-04-01 00:00:00-04:00,30.1375789642334,8.179761339199707,Deere &amp; Company (John Deere)
2009-05-01 00:00:00-04:00,31.75183868408203,8.61789405263086,Deere &amp; Company (John Deere)
2009-06-01 00:00:00-04:00,29.180713653564453,7.920054682459961,Deere &amp; Company (John Deere)
2009-07-01 00:00:00-04:00,32.162925720214844,8.729468836033202,Deere &amp; Company (John Deere)
2009-08-01 00:00:00-04:00,32.05996322631836,8.701523372067383,Deere &amp; Company (John Deere)
2009-09-01 00:00:00-04:00,31.559946060180664,8.565811704937012,Deere &amp; Company (John Deere)
2009-10-01 00:00:00-04:00,33.708641052246094,9.148997641892578,Deere &amp; Company (John Deere)
2009-11-01 00:00:00-04:00,39.599327087402344,10.747812395689452,Deere &amp; Company (John Deere)
2009-12-01 00:00:00-05:00,40.0285530090332,10.864310326850585,Deere &amp; Company (John Deere)
2010-01-01 00:00:00-05:00,37.15080261230469,10.083248534628906,Deere &amp; Company (John Deere)
2010-02-01 00:00:00-05:00,42.61741256713867,11.566963096375977,Deere &amp; Company (John Deere)
2010-03-01 00:00:00-05:00,44.223934173583984,12.00299557737207,Deere &amp; Company (John Deere)
2010-04-01 00:00:00-04:00,44.6983528137207,12.131759445756837,Deere &amp; Company (John Deere)
2010-05-01 00:00:00-04:00,43.09932327270508,11.697760416327148,Deere &amp; Company (John Deere)
2010-06-01 00:00:00-04:00,41.60490036010742,11.292153092016601,Deere &amp; Company (John Deere)
2010-07-01 00:00:00-04:00,50.07571029663086,13.591249635661132,Deere &amp; Company (John Deere)
2010-08-01 00:00:00-04:00,47.51485061645508,12.896196425452148,Deere &amp; Company (John Deere)
2010-09-01 00:00:00-04:00,52.40376663208008,14.223116755139648,Deere &amp; Company (John Deere)
2010-10-01 00:00:00-04:00,57.91667556762695,15.71939750917871,Deere &amp; Company (John Deere)
2010-11-01 00:00:00-04:00,56.33302307128906,15.289572025199218,Deere &amp; Company (John Deere)
2010-12-01 00:00:00-05:00,62.62996292114258,16.998649758358397,Deere &amp; Company (John Deere)
2011-01-01 00:00:00-05:00,68.83820343017578,18.683653247208984,Deere &amp; Company (John Deere)
2011-02-01 00:00:00-05:00,68.27024841308594,18.529502295113282,Deere &amp; Company (John Deere)
2011-03-01 00:00:00-05:00,73.37442016601562,19.914846048929686,Deere &amp; Company (John Deere)
2011-04-01 00:00:00-04:00,74.1144027709961,20.11568769951758,Deere &amp; Company (John Deere)
2011-05-01 00:00:00-04:00,65.43348693847656,17.75956547085547,Deere &amp; Company (John Deere)
2011-06-01 00:00:00-04:00,62.674171447753906,17.01064857210742,Deere &amp; Company (John Deere)
2011-07-01 00:00:00-04:00,59.983978271484375,16.280492438320312,Deere &amp; Company (John Deere)
2011-08-01 00:00:00-04:00,61.74887466430664,16.759510056120117,Deere &amp; Company (John Deere)
2011-09-01 00:00:00-04:00,49.333404541015625,13.389777449429687,Deere &amp; Company (John Deere)
2011-10-01 00:00:00-04:00,58.33409881591797,15.83269202936914,Deere &amp; Company (John Deere)
2011-11-01 00:00:00-04:00,60.90880584716797,16.53150360474414,Deere &amp; Company (John Deere)
2011-12-01 00:00:00-05:00,59.448509216308594,16.13515863161133,Deere &amp; Company (John Deere)
2012-01-01 00:00:00-05:00,66.5597915649414,18.06526033276367,Deere &amp; Company (John Deere)
2012-02-01 00:00:00-05:00,64.07202911376953,17.39004673503711,Deere &amp; Company (John Deere)
2012-03-01 00:00:00-05:00,62.50362014770508,16.964358558827147,Deere &amp; Company (John Deere)
2012-04-01 00:00:00-04:00,63.98881530761719,17.367461341722656,Deere &amp; Company (John Deere)
2012-05-01 00:00:00-04:00,57.39260482788086,15.577157365036133,Deere &amp; Company (John Deere)
2012-06-01 00:00:00-04:00,62.83119201660156,17.05326615529297,Deere &amp; Company (John Deere)
2012-07-01 00:00:00-04:00,60.04805374145508,16.29788341895215,Deere &amp; Company (John Deere)
2012-08-01 00:00:00-04:00,58.711387634277344,15.935093502751952,Deere &amp; Company (John Deere)
2012-09-01 00:00:00-04:00,64.46449279785156,17.49656687966797,Deere &amp; Company (John Deere)
2012-10-01 00:00:00-04:00,67.16443634033203,18.22936939950586,Deere &amp; Company (John Deere)
2012-11-01 00:00:00-04:00,66.07174682617188,17.932798150226564,Deere &amp; Company (John Deere)
2012-12-01 00:00:00-05:00,67.934814453125,18.4384608169375,Deere &amp; Company (John Deere)
2013-01-01 00:00:00-05:00,74.33585357666016,20.175792552029296,Deere &amp; Company (John Deere)
2013-02-01 00:00:00-05:00,69.41226196289062,18.839460778992187,Deere &amp; Company (John Deere)
2013-03-01 00:00:00-05:00,67.95020294189453,18.442637468474608,Deere &amp; Company (John Deere)
2013-04-01 00:00:00-04:00,70.99072265625,19.267877134875,Deere &amp; Company (John Deere)
2013-05-01 00:00:00-04:00,69.24974060058594,18.79535020336328,Deere &amp; Company (John Deere)
2013-06-01 00:00:00-04:00,64.59125518798828,17.530971969052736,Deere &amp; Company (John Deere)
2013-07-01 00:00:00-04:00,66.44910430908203,18.035218260130858,Deere &amp; Company (John Deere)
2013-08-01 00:00:00-04:00,66.90506744384766,18.158973045685546,Deere &amp; Company (John Deere)
2013-09-01 00:00:00-04:00,65.10523986816406,17.670474615261718,Deere &amp; Company (John Deere)
2013-10-01 00:00:00-04:00,65.86205291748047,17.87588428433789,Deere &amp; Company (John Deere)
2013-11-01 00:00:00-04:00,67.79349517822266,18.400104784998046,Deere &amp; Company (John Deere)
2013-12-01 00:00:00-05:00,73.49930572509766,19.948741740060548,Deere &amp; Company (John Deere)
2014-01-01 00:00:00-05:00,69.56707763671875,18.881479922765624,Deere &amp; Company (John Deere)
2014-02-01 00:00:00-05:00,69.54278564453125,18.874886735609376,Deere &amp; Company (John Deere)
2014-03-01 00:00:00-05:00,73.48406982421875,19.944606503015624,Deere &amp; Company (John Deere)
2014-04-01 00:00:00-04:00,75.97834777832031,20.621588499558595,Deere &amp; Company (John Deere)
2014-05-01 00:00:00-04:00,74.21196746826172,20.142168125822266,Deere &amp; Company (John Deere)
2014-06-01 00:00:00-04:00,73.70732879638672,20.005202117259767,Deere &amp; Company (John Deere)
2014-07-01 00:00:00-04:00,69.74030303955078,18.928495725021484,Deere &amp; Company (John Deere)
2014-08-01 00:00:00-04:00,68.9045181274414,18.70165198551367,Deere &amp; Company (John Deere)
2014-09-01 00:00:00-04:00,67.1837158203125,18.23460212059375,Deere &amp; Company (John Deere)
2014-10-01 00:00:00-04:00,70.60224151611328,19.162437908490233,Deere &amp; Company (John Deere)
2014-11-01 00:00:00-04:00,71.4936294555664,19.40437308895117,Deere &amp; Company (John Deere)
2014-12-01 00:00:00-05:00,73.02057647705078,19.818807912271485,Deere &amp; Company (John Deere)
2015-01-01 00:00:00-05:00,70.78401947021484,19.211774993033202,Deere &amp; Company (John Deere)
2015-02-01 00:00:00-05:00,75.27913665771484,20.431812801283204,Deere &amp; Company (John Deere)
2015-03-01 00:00:00-05:00,72.86123657226562,19.775560828804686,Deere &amp; Company (John Deere)
2015-04-01 00:00:00-04:00,75.72892761230469,20.553892370628905,Deere &amp; Company (John Deere)
2015-05-01 00:00:00-04:00,78.37259674072266,21.271421225748046,Deere &amp; Company (John Deere)
