Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2010-03-01 00:00:00+01:00,1988.2542724609375,1.9386572696343993,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-04-01 00:00:00+02:00,1908.5648193359375,1.8609556699176026,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-05-01 00:00:00+02:00,2032.89306640625,1.982182548864746,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-06-01 00:00:00+02:00,1901.7388916015625,1.8543000149505615,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-07-01 00:00:00+02:00,1897.69091796875,1.8503530180200196,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-08-01 00:00:00+02:00,1925.21630859375,1.8771917877758788,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-09-01 00:00:00+02:00,1907.4056396484375,1.8598254059674073,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-10-01 00:00:00+02:00,2164.0478515625,2.1100656779052733,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-11-01 00:00:00+01:00,2212.622802734375,2.157428926920166,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2010-12-01 00:00:00+01:00,2287.915283203125,2.230843236463623,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-01-01 00:00:00+01:00,1990.7943115234375,1.9411339474224854,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-02-01 00:00:00+01:00,2090.373779296875,2.0382294053723147,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-03-01 00:00:00+01:00,2147.85546875,2.094277214082031,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-04-01 00:00:00+02:00,2323.537353515625,2.2655767142321777,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-05-01 00:00:00+02:00,2147.045654296875,2.0934876004504392,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-06-01 00:00:00+02:00,2154.926513671875,2.10117187178833,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-07-01 00:00:00+02:00,2109.68994140625,2.057063725817871,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-08-01 00:00:00+02:00,2076.7900390625,2.024984511538086,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-09-01 00:00:00+02:00,2179.6015625,2.1252314015234375,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-10-01 00:00:00+02:00,2230.595947265625,2.174953731361084,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-11-01 00:00:00+01:00,2293.927734375,2.2367057070410157,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2011-12-01 00:00:00+01:00,2298.04052734375,2.24071590638916,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-01-01 00:00:00+01:00,2187.82666015625,2.1332513241186524,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-02-01 00:00:00+01:00,2282.413330078125,2.225478529559326,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-03-01 00:00:00+01:00,2385.22412109375,2.3257247053930663,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-04-01 00:00:00+02:00,2434.57373046875,2.373843288762207,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-05-01 00:00:00+02:00,2359.573974609375,2.300714401812744,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-06-01 00:00:00+02:00,2450.744873046875,2.389611042188721,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-07-01 00:00:00+02:00,2530.2060546875,2.4670900646533203,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-08-01 00:00:00+02:00,2488.384521484375,2.426311769595947,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-09-01 00:00:00+02:00,2489.220458984375,2.4271268546350098,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-10-01 00:00:00+02:00,2461.618408203125,2.400213337010498,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-11-01 00:00:00+01:00,2492.56640625,2.4303893372460936,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2012-12-01 00:00:00+01:00,2492.56640625,2.4303893372460936,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-01-01 00:00:00+01:00,2726.767333984375,2.658748122838135,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-02-01 00:00:00+01:00,2830.484619140625,2.759878180316162,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-03-01 00:00:00+01:00,3055.4853515625,2.9792662694677734,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-04-01 00:00:00+02:00,3011.154296875,2.936041052939453,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-05-01 00:00:00+02:00,3012.741943359375,2.9375890955822754,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-06-01 00:00:00+02:00,3015.291748046875,2.940075295391846,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-07-01 00:00:00+02:00,3090.078369140625,3.012996364222412,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-08-01 00:00:00+02:00,3161.466552734375,3.082603769576416,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-09-01 00:00:00+02:00,3153.817626953125,3.0751456462487794,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-10-01 00:00:00+02:00,3254.950927734375,3.173756176842041,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-11-01 00:00:00+01:00,3324.63916015625,3.2417060363061525,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2013-12-01 00:00:00+01:00,3417.2734375,3.3320295516015626,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-01-01 00:00:00+01:00,3458.91650390625,3.3726338317163087,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-02-01 00:00:00+01:00,3683.279052734375,3.591399656763916,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-03-01 00:00:00+01:00,3724.071533203125,3.631174568807373,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-04-01 00:00:00+02:00,3637.38623046875,3.546651630949707,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-05-01 00:00:00+02:00,3829.909912109375,3.7343728093518065,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-06-01 00:00:00+02:00,3895.497314453125,3.798324133944092,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-07-01 00:00:00+02:00,4076.72265625,3.9750288095898436,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-08-01 00:00:00+02:00,4153.52783203125,4.0499180802612305,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-09-01 00:00:00+02:00,4117.28271484375,4.014577097521973,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-10-01 00:00:00+02:00,4164.74755859375,4.060857930744629,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-11-01 00:00:00+01:00,4200.12841796875,4.0953562145825195,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2014-12-01 00:00:00+01:00,4256.22314453125,4.150051658190918,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-01-01 00:00:00+01:00,4138.857421875,4.035613623486328,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-02-01 00:00:00+01:00,4526.3359375,4.413426487539063,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-03-01 00:00:00+01:00,4500.44580078125,4.3881821802807615,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-04-01 00:00:00+02:00,4435.72314453125,4.325074030690918,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-05-01 00:00:00+02:00,4342.07373046875,4.233760701262207,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-06-01 00:00:00+02:00,4326.322265625,4.218402156708985,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-07-01 00:00:00+02:00,4760.35498046875,4.641607925480957,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-08-01 00:00:00+02:00,4777.85595703125,4.658672340183106,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-09-01 00:00:00+02:00,5000.998046875,4.876248150595703,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-10-01 00:00:00+02:00,5281.0185546875,5.14928354684082,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-11-01 00:00:00+01:00,5429.77978515625,5.2943339284155275,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2015-12-01 00:00:00+01:00,5473.5341796875,5.336996869575195,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-01-01 00:00:00+01:00,5237.26513671875,5.106621557883301,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-02-01 00:00:00+01:00,5005.37353515625,4.880514492321777,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-03-01 00:00:00+01:00,5215.3896484375,5.085291753657226,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-04-01 00:00:00+02:00,5136.63330078125,5.0084999830932615,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-05-01 00:00:00+02:00,5430.58984375,5.295123780097656,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-06-01 00:00:00+02:00,5142.435546875,5.014157492158203,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-07-01 00:00:00+02:00,5053.77294921875,4.9277065830004885,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-08-01 00:00:00+02:00,5049.33984375,4.923384061347656,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-09-01 00:00:00+02:00,4978.41015625,4.854223714902344,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-10-01 00:00:00+02:00,4557.26220703125,4.443581301276856,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-11-01 00:00:00+01:00,4442.0009765625,4.331195262202148,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2016-12-01 00:00:00+01:00,4676.9560546875,4.56028938590332,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-01-01 00:00:00+01:00,4858.71533203125,4.7375146780737305,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-02-01 00:00:00+01:00,5049.33984375,4.923384061347656,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-03-01 00:00:00+01:00,5036.04052734375,4.910416496389161,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-04-01 00:00:00+02:00,4960.67724609375,4.836933152189942,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-05-01 00:00:00+02:00,5301.02685546875,5.168792740559082,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-06-01 00:00:00+02:00,5008.27685546875,4.883345389309082,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-07-01 00:00:00+02:00,4958.73388671875,4.835038269914551,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-08-01 00:00:00+02:00,4954.23095703125,4.8306476658081055,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-09-01 00:00:00+02:00,4976.75,4.85260497125,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-10-01 00:00:00+02:00,5201.94140625,5.0721789778710935,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-11-01 00:00:00+01:00,5237.97265625,5.107311428339844,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2017-12-01 00:00:00+01:00,5359.5771484375,5.225882496469726,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-01-01 00:00:00+01:00,5251.484375,5.120486097265625,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-02-01 00:00:00+01:00,5098.35302734375,4.97117461107666,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-03-01 00:00:00+01:00,5337.0576171875,5.203924714926758,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-04-01 00:00:00+02:00,5746.90771484375,5.603551101896973,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-05-01 00:00:00+02:00,5679.349609375,5.537678233369141,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-06-01 00:00:00+02:00,5878.65673828125,5.732013645944824,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-07-01 00:00:00+02:00,6244.3583984375,6.088592878188477,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-08-01 00:00:00+02:00,6596.3466796875,6.431800811762695,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-09-01 00:00:00+02:00,6290.07177734375,6.13316593685791,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-10-01 00:00:00+02:00,6354.06982421875,6.195567552453613,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-11-01 00:00:00+01:00,6235.21630859375,6.079678837775879,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2018-12-01 00:00:00+01:00,5576.953125,5.437836029296875,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-01-01 00:00:00+01:00,5782.66015625,5.638411698652344,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-02-01 00:00:00+01:00,5933.51220703125,5.785500745026855,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-03-01 00:00:00+01:00,6184.93212890625,6.030648996950684,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-04-01 00:00:00+02:00,6194.0751953125,6.03956398956543,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-05-01 00:00:00+02:00,5997.509765625,5.847901884521485,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-06-01 00:00:00+02:00,6592.5859375,6.428133881289063,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-07-01 00:00:00+02:00,6801.35888671875,6.631698989289551,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-08-01 00:00:00+02:00,6796.7197265625,6.627175552983398,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-09-01 00:00:00+02:00,6838.47412109375,6.667888384143066,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-10-01 00:00:00+02:00,6801.35888671875,6.631698989289551,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-11-01 00:00:00+01:00,7075.083984375,6.898596014384766,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2019-12-01 00:00:00+01:00,6973.01708984375,6.799075178537597,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-01-01 00:00:00+01:00,7501.908203125,7.314773102998047,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-02-01 00:00:00+01:00,6986.93603515625,6.812646915759277,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-03-01 00:00:00+01:00,7566.85986328125,7.378104543991699,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-04-01 00:00:00+02:00,6982.29541015625,6.808122051149902,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-05-01 00:00:00+02:00,7530.5419921875,7.3426926221923825,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-06-01 00:00:00+02:00,7333.11181640625,7.150187342145996,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-07-01 00:00:00+02:00,6637.40625,6.47183615109375,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-08-01 00:00:00+02:00,7234.39697265625,7.05393494017334,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
2020-09-01 00:00:00+02:00,7309.6083984375,7.127270216938476,Chocoladefabriken Lindt &amp; Sprüngli,Consumer Defensive,Confectioners,41.465767,0.5724075,0.12116,0.1478,0.06656,34.393,,Large Cap
