Date,Stock Price,Market Cap (Billion USD),Company
2000-01-01 00:00:00+01:00,57.10459899902344,80.52262308885938,H&amp;M
2000-02-01 00:00:00+01:00,61.228816986083984,86.3381415642461,H&amp;M
2000-03-01 00:00:00+01:00,50.7596435546875,71.575664967875,H&amp;M
2000-04-01 00:00:00+02:00,51.28837966918945,72.32123046711328,H&amp;M
2000-05-01 00:00:00+02:00,48.286373138427734,68.0881311261836,H&amp;M
2000-06-01 00:00:00+02:00,39.139617919921875,55.19038320646875,H&amp;M
2000-07-01 00:00:00+02:00,39.67140579223633,55.94025195883203,H&amp;M
2000-08-01 00:00:00+02:00,35.204376220703125,49.64133830178125,H&amp;M
2000-09-01 00:00:00+02:00,41.05404281616211,57.88989457777734,H&amp;M
2000-10-01 00:00:00+02:00,39.245975494384766,55.340356956941406,H&amp;M
2000-11-01 00:00:00+01:00,35.94887924194336,50.691154555089845,H&amp;M
2000-12-01 00:00:00+01:00,31.056428909301758,43.792359343814454,H&amp;M
2001-01-01 00:00:00+01:00,43.28756332397461,61.03935947490234,H&amp;M
2001-02-01 00:00:00+01:00,40.41590118408203,56.99005745400781,H&amp;M
2001-03-01 00:00:00+01:00,31.056428909301758,43.792359343814454,H&amp;M
2001-04-01 00:00:00+02:00,36.79975128173828,51.890960696070316,H&amp;M
2001-05-01 00:00:00+02:00,36.89070510864258,52.01921377639453,H&amp;M
2001-06-01 00:00:00+02:00,40.10791778564453,56.55577314863281,H&amp;M
2001-07-01 00:00:00+02:00,42.35996627807617,59.73136417129297,H&amp;M
2001-08-01 00:00:00+02:00,42.46721267700195,59.882591244238284,H&amp;M
2001-09-01 00:00:00+02:00,36.99794387817383,52.17043009120703,H&amp;M
2001-10-01 00:00:00+02:00,40.00068283081055,56.40456221288672,H&amp;M
2001-11-01 00:00:00+01:00,45.68441390991211,64.41913447927735,H&amp;M
2001-12-01 00:00:00+01:00,46.54233932495117,65.62888651404297,H&amp;M
2002-01-01 00:00:00+01:00,41.180320739746094,58.06795781302344,H&amp;M
2002-02-01 00:00:00+01:00,38.928260803222656,54.892350653164065,H&amp;M
