Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2002-07-01 00:00:00+05:30,26.322595596313477,36.19857065925586,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2002-08-01 00:00:00+05:30,30.451045989990234,41.875974422191405,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2002-09-01 00:00:00+05:30,27.7982234954834,38.22783941352539,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2002-10-01 00:00:00+05:30,31.26347541809082,42.99321926041992,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2002-11-01 00:00:00+05:30,34.005821228027344,46.764465838664066,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2002-12-01 00:00:00+05:30,35.36539840698242,48.634142801144534,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-01-01 00:00:00+05:30,30.7561092376709,42.295494354650394,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-02-01 00:00:00+05:30,33.253082275390625,45.72930674634375,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-03-01 00:00:00+05:30,30.600261688232422,42.08117436064453,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-04-01 00:00:00+05:30,33.176815032958984,45.62442479600391,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-05-01 00:00:00+05:30,36.86754608154297,50.69988128575781,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-06-01 00:00:00+05:30,40.69755172729492,55.96686681101953,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-07-01 00:00:00+05:30,48.4305305480957,66.60118207932422,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-08-01 00:00:00+05:30,48.065765380859375,66.09956066315625,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-09-01 00:00:00+05:30,53.57036209106445,73.66942710113672,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-10-01 00:00:00+05:30,67.40812683105469,92.69898301532812,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-11-01 00:00:00+05:30,66.46967315673828,91.40843089192968,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2003-12-01 00:00:00+05:30,87.41036224365234,120.20585745241407,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2004-01-01 00:00:00+05:30,83.15922546386719,114.35973659620312,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2004-02-01 00:00:00+05:30,93.28968811035156,128.29104768510936,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2004-03-01 00:00:00+05:30,95.22956085205078,130.9587413118047,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2004-04-01 00:00:00+05:30,94.10211181640625,129.4082846544375,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
2004-05-01 00:00:00+05:30,41.604488372802734,57.21407703106641,Larsen &amp; Toubro,Industrials,Engineering & Construction,33.004047,5.148991,0.055219997,,,119.062,,Mega Cap
