Date,Stock Price,Market Cap (Billion USD),Company,Sector,Industry,PE_Ratio,PB_Ratio,Profit_Margin,ROE,ROA,Debt_to_Equity,Company_Age_Years,Market_Cap_Category
2000-01-01 00:00:00+01:00,19.780107498168945,5.35754117465741,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-02-01 00:00:00+01:00,19.03199577331543,5.154911367437317,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-03-01 00:00:00+01:00,17.966684341430664,4.866366431031677,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-04-01 00:00:00+02:00,18.553203582763672,5.025228104835083,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-05-01 00:00:00+02:00,19.48685073852539,5.278111112678101,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-06-01 00:00:00+02:00,19.48685073852539,5.278111112678101,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-07-01 00:00:00+02:00,19.48685073852539,5.278111112678101,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-08-01 00:00:00+02:00,19.48685073852539,5.278111112678101,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-09-01 00:00:00+02:00,19.48685073852539,5.278111112678101,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-10-01 00:00:00+02:00,19.48685073852539,5.278111112678101,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-11-01 00:00:00+01:00,19.750181198120117,5.349435486418274,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2000-12-01 00:00:00+01:00,19.750181198120117,5.349435486418274,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2001-01-01 00:00:00+01:00,19.750181198120117,5.349435486418274,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2001-02-01 00:00:00+01:00,21.545650482177734,5.835747333715454,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
2001-03-01 00:00:00+01:00,21.545650482177734,5.835747333715454,EnBW Energie,Utilities,Utilities - Diversified,15.206972,1.8475385,0.0356,0.10855,0.015039999,116.828,,Large Cap
