Date,Stock Price,Market Cap (Billion USD),Company
2001-01-01 00:00:00+09:00,1453.862060546875,438.1940250488281,Toyota Industries
2001-02-01 00:00:00+09:00,1440.8814697265625,434.28167497558593,Toyota Industries
2001-03-01 00:00:00+09:00,1590.1617431640625,479.27474938964843,Toyota Industries
2001-04-01 00:00:00+09:00,1608.765380859375,484.88188579101563,Toyota Industries
2001-05-01 00:00:00+09:00,1677.15380859375,505.4941579101563,Toyota Industries
2001-06-01 00:00:00+09:00,1673.8975830078125,504.5127315185547,Toyota Industries
2001-07-01 00:00:00+09:00,1605.509033203125,483.9004226074219,Toyota Industries
2001-08-01 00:00:00+09:00,1436.1650390625,432.8601427734375,Toyota Industries
2001-09-01 00:00:00+09:00,1275.940185546875,384.5683719238281,Toyota Industries
2001-10-01 00:00:00+09:00,1348.177490234375,406.34069555664064,Toyota Industries
2001-11-01 00:00:00+09:00,1261.1346435546875,380.1059815673828,Toyota Industries
2001-12-01 00:00:00+09:00,1250.0093994140625,376.75283298339843,Toyota Industries
2002-01-01 00:00:00+09:00,1250.0093994140625,376.75283298339843,Toyota Industries
2002-02-01 00:00:00+09:00,1279.459716796875,385.62915864257815,Toyota Industries
2002-03-01 00:00:00+09:00,1357.99462890625,409.29958115234376,Toyota Industries
2002-04-01 00:00:00+09:00,1357.9161376953125,409.2759239013672,Toyota Industries
2002-05-01 00:00:00+09:00,1380.9317626953125,416.2128332763672,Toyota Industries
2002-06-01 00:00:00+09:00,1280.3209228515625,385.88872614746094,Toyota Industries
2002-07-01 00:00:00+09:00,1190.2314453125,358.7357576171875,Toyota Industries
2002-08-01 00:00:00+09:00,1219.1651611328125,367.4563795654297,Toyota Industries
2002-09-01 00:00:00+09:00,1265.196533203125,381.33023510742186,Toyota Industries
2002-10-01 00:00:00+09:00,1210.3980712890625,364.81397868652346,Toyota Industries
2002-11-01 00:00:00+09:00,1209.0760498046875,364.41552141113283,Toyota Industries
2002-12-01 00:00:00+09:00,1179.98876953125,355.6486151367188,Toyota Industries
2003-01-01 00:00:00+09:00,1156.19140625,348.47608984375,Toyota Industries
2003-02-01 00:00:00+09:00,1168.090087890625,352.0623524902344,Toyota Industries
2003-03-01 00:00:00+09:00,1160.15771484375,349.67153525390626,Toyota Industries
2003-04-01 00:00:00+09:00,1174.6875,354.0508125,Toyota Industries
2003-05-01 00:00:00+09:00,1239.2451171875,373.5084783203125,Toyota Industries
2003-06-01 00:00:00+09:00,1300.4757080078125,391.9633783935547,Toyota Industries
2003-07-01 00:00:00+09:00,1297.8133544921875,391.16094504394533,Toyota Industries
2003-08-01 00:00:00+09:00,1325.1005859375,399.3853166015625,Toyota Industries
2003-09-01 00:00:00+09:00,1397.6455078125,421.2503560546875,Toyota Industries
2003-10-01 00:00:00+09:00,1358.747802734375,409.5265877441406,Toyota Industries
2003-11-01 00:00:00+09:00,1375.4814453125,414.5701076171875,Toyota Industries
2003-12-01 00:00:00+09:00,1522.73486328125,458.9522877929688,Toyota Industries
2004-01-01 00:00:00+09:00,1512.6947021484375,455.92618322753907,Toyota Industries
2004-02-01 00:00:00+09:00,1619.7879638671875,488.2040923095703,Toyota Industries
2004-03-01 00:00:00+09:00,1656.6011962890625,499.29960056152345,Toyota Industries
2004-04-01 00:00:00+09:00,1614.6114501953125,486.6438910888672,Toyota Industries
2004-05-01 00:00:00+09:00,1621.339111328125,488.67160815429685,Toyota Industries
2004-06-01 00:00:00+09:00,1762.6175537109375,531.2529306884766,Toyota Industries
2004-07-01 00:00:00+09:00,1759.25341796875,530.2389801757812,Toyota Industries
2004-08-01 00:00:00+09:00,1681.886962890625,506.9207306152344,Toyota Industries
2004-09-01 00:00:00+09:00,1685.2501220703125,507.9343867919922,Toyota Industries
2004-10-01 00:00:00+09:00,1626.535400390625,490.2377696777344,Toyota Industries
2004-11-01 00:00:00+09:00,1602.8651123046875,483.1035448486328,Toyota Industries
2004-12-01 00:00:00+09:00,1731.3646240234375,521.833297680664,Toyota Industries
2005-01-01 00:00:00+09:00,1694.1666259765625,510.62182106933597,Toyota Industries
2005-02-01 00:00:00+09:00,1927.4959716796875,580.9472858642578,Toyota Industries
2005-03-01 00:00:00+09:00,2042.468994140625,615.6001548339843,Toyota Industries
2005-04-01 00:00:00+09:00,1983.979736328125,597.9714925292968,Toyota Industries
2005-05-01 00:00:00+09:00,1994.188232421875,601.0483332519532,Toyota Industries
2005-06-01 00:00:00+09:00,2062.249755859375,621.5620764160157,Toyota Industries
2005-07-01 00:00:00+09:00,2191.566162109375,660.5380412597656,Toyota Industries
2005-08-01 00:00:00+09:00,2116.6982421875,637.9728501953125,Toyota Industries
2005-09-01 00:00:00+09:00,2565.901611328125,773.3627456542969,Toyota Industries
2005-10-01 00:00:00+09:00,2660.447998046875,801.8590266113281,Toyota Industries
2005-11-01 00:00:00+09:00,2845.106689453125,857.5151562011719,Toyota Industries
2005-12-01 00:00:00+09:00,2899.820556640625,874.0059157714844,Toyota Industries
2006-01-01 00:00:00+09:00,2906.658935546875,876.0670031738281,Toyota Industries
2006-02-01 00:00:00+09:00,3200.744384765625,964.7043575683593,Toyota Industries
2006-03-01 00:00:00+09:00,3289.65380859375,991.5016579101563,Toyota Industries
2006-04-01 00:00:00+09:00,3489.35302734375,1051.6910024414062,Toyota Industries
2006-05-01 00:00:00+09:00,3111.56884765625,937.8268506835938,Toyota Industries
2006-06-01 00:00:00+09:00,3104.7001953125,935.7566388671875,Toyota Industries
2006-07-01 00:00:00+09:00,3187.126220703125,960.5998429199219,Toyota Industries
